,user_id,post_text,post_time,likes,comments,comment_id,commenter_id,comment_text,comment_time,length_post,length_comment,background_info,wakeup_state
1059,100078462727492,"I dreamt of going to the USA to visit this lady off a page I follow. I don’t know how I got there because I didn’t have a passport, and mind me I’d just woken up and I was there. I remember having a coronary about the fact that my mum would freak If she knew I was in a completely different country. But anyway, I was there with this lady and we’re chatting (I can’t remember what we were talking about though). After that I was back at this place I was supposed to be staying at and I remember talking to the people who were in the house. I was saying that I don’t know how I got there without a passport and not sure how I’ll get back either. Then a lady replied with I don’t care then all of a sudden a memory appeared in my head of being at the airport but they hadn’t even asked for my passport and let me through. I don’t remember how but all this stuff we have here was at this place I was staying at and I saw these two cats that looked exactly like mine. I was worried that they were my cats and how I was gonna take them back along with this Ute and all the rest of it. So In the next part of this dream I was with the lady again and we were travelling back via MK II Oppressors (futuristic bike that can hover and fly). We travelled back through some mountains and remember seeing these people and all this secret stuff happening. We hid so they couldn’t see us and when they left I noticed diamonds. After that we continued on our trip back to Australia.",2022-04-18 00:10:49,0,3,1401387490382905,690923262,"So this lady, or some aspect of her behaviour, takes you away from yourself and makes you worry about where you are and how to return to the same old you. Something can feel like you don't know how it happens to influence you, it just seems to happen. You aren't decisive in the dream and taking charge to return to where you need to be. It can mean either that you don't really know what you want, or that you want others to take command. But others say they don't care.",2022-04-17 14:59:50,386,105,I’ve never left the country or gone to USA and i have never spoken to the lady in the dreams.,
1572,100000581786662,"One moment, I was back in high school classrooms, taking notes on my computer and missing lectures and assignments. The next, I was on the school's backlot watching as Sandman from Spider-Man somehow infused his sand with Peter Parker's friends, causing them to melt. Spidey then showed up and invented a a spray that reversed the effects and restore his friends. From the people who came back, I joined them and we established a village. However, a physical fight with someone caused me to get amnesia. A gal pal from college then appeared wearing a bikini and I didn't recognize her, but was intrigued by her Crush soda drink. I don't remember exactly what I said, but it was something along the lines of ""It's funny you're drinking that cuz you're my crush"".",2022-04-19 23:20:38,0,1,1401465433708444,100001037053553,I would tie it all in to a feeling of not being prepared or measuring up in waking life (struggling in some capacity) along with a desire to escape the doldrums of daily life.,2022-04-17 15:08:48,214,39,"Just last night, I had a hodge podge of stuff in my dream, which is typical for me.",
549,1575200186,"I was living in this big house. It was a home that a very wealthy family would have. Not a flashy like family but one that owns property and...well like Godfather meets YellowStone type of family. I was set to marry a man who was of much older age. I didn't want to. I kept running away and hiding. I would be found and brought back. I was watched and unable to leave the house. One thing I kept doing was hiding away in this one room in the highest part of the house to just stair at this chandelier. One part of the dream I am walking around in circle stair at this chandelier and I see my reflection of me. I am looking how I am not all skinny skinny but I have lost weight and I am satisfied with how my body looks. Slim but thick. And then I look at the chandelier. I go down to the kitchen and all the older women who my mom, grandmother are telling me to stop fussing about the wedding. But I know the man they are having me marry is an older and very fat man. Who I don't know at all. So I run again up to the room and just watch the chandelier. I just want to watch the chandelier and when I close my eyes another man comes to mind but I don't fully see him. I feel him and it feels like the man that I have been in love with for the past few years in real life. But I don't see anyone...just feel them and I keep walking around in circles or sitting and gazing at the chandelier.",2022-05-01 15:13:21,,1,1411707519350902,100001037053553,"I would interpret this dream as two potential future scenarios you see internally. One is a future that seems dependable, expected (perhaps by family), and would seem from the outside like the path of wisdom. But internally you are focused on different path. A brightness and destination that resonates more strongly within you. You are focused in the dream on following your own path....not the one you are expected in life to take.",2022-05-01 00:00:00,319,86,,
1574,100005562723199,"I am among my class fellow i don't remember any of them now but in dream, i knew i am with my graduation class and i was asking who is getting married... and i was feeling like enjoying some wedding party.. later in the dream, i was preparing for some wedding and i was getting ready i couldnt find the eyeshadows kit.. i mean i had the makeup thing with me but those were not colorful.. i asked my sister she said she had none and i was so angry that i knew we had colorful kit at home which i cant find and my sister was getting ready i went to her table to see if she lied to me cause from far it felt she had that kit and when i got near and really focused on the colors those were all shades of golden color some lighter some shinier or bit darker but all golden. so i left the table... but in the dream i expereinced intense rage and i wanted to throw things , at one point i wanted to quit going but i was aware and i tried to control my anger.",2022-04-19 17:44:23,0,1,1401469977041323,100001037053553,My guess is the dream relates to changes you need to make in your life but you don't feel prepared to make them. You feel exposed to the world and this makes you uncomfortable at those who wont help.,2022-04-17 15:08:53,220,44,,
551,100001910106393,"I live in a house with terrible bathroom issues. Everytime the toilet is flushed, it overflows and floods the whole bathroom, water will also bubble up from the sink and tub to the point that the whole house floods!",2022-05-01 19:57:12,0,2,1411688639352790,100001037053553,One interpretation would be that you are dealing with alot of toxic emotional issues in your life and you are having difficutly getting rid of them. There is a negativity in your life you are trying to cleanse yourself of and it hasnt been easy.,2022-05-01 00:00:00,87,62,Recurring dream.,
40,777843956533657,"It started very weirdly I couldn't keep up with what was happening like my dream was jumping from place to place. Then I remember speaking to who i believe was my partner when I got upset and said its Christmas we should be celebrating, dancing etc. He goes downstairs comes back and says right come on then let's go dancing. I get up walk to the staircase (it isn't my own it's a big fancy house , I only live in a small council rented property). I get to the top of the staircase look down and my nans there. I can see her talk to her and hug her! I'm very confused she passed why was she there. In my dream state I knew that something wasn't right. Anyway we start walking to the pub it's in the middle of nowhere. Fantastic scenery surrounded by trees and views but the path is dangerous. Lots of cliff edges, deep slopes that sort of thing. My nan starts walking to the edges she's smiling and I'm scared she's going to fall. She says my name and just carries on. She falls off and lands on a larger person who breaks her fall and somehow they are both OK. She smiles and lends her hand as if to say I should take risks too its ok.",2022-05-07 11:08:45,,4,1417825745405746,100002316665692,"I can strongly affirm at the least that you cannot ‘dream or imagine’ anything NEW (as in something you didn’t recently see, observe throughout life or as a child, possibly even connecting different aesthetics or characteristics of animals and such, no NEW details or designs can be created basically, history and life repeat themselves until change is enacted). Therefore, it’s quite possible that because of the larger setting, environment of a big fancy house party and future, you dreamed of perhaps even a thought of living a different life than hers (including yours perhaps at the moment). She could be spiritually messaging you through the afterlife (dream medium) to tell you to take risks. This is similar to how she told you a permanent goodbye in the dream setting, yet you still saw her land safely on someone else and continue on? So basically, she’s telling you that goodbyes aren’t forever if you love someone, and to take advantages of opportunities while you can as ‘risks.’ By connecting logic with your subconscious, you are correct because you cannot just imagine something NEW or create something that you have not seen details of before. You are 100% in the acceptance & reflection stage of loss or life in general, thereby you have let go of her control/ influence, however you still love her and value her opinion. Understand that the only thing stopping anyone from ‘letting go’ is themselves, you may love someone and not need to heed their opinions on your own entity. Those last few lines are enough to show how you feel, you already understand that ‘you miss every shot you don’t take, but what does getting a shot mean to you?’ philosophy or mindset.",2022-05-08 10:40:47,319,340,I often get very vivid dreams but this one was about my nan who has passed,I woke feeling like it was a message to stop letting fear control my life but have second guessed it thinking my nan didn't take risks why would she encourage me to in a dream?
552,1491007062,"I was walking a long road and was very tired. I ended in a place that seems to welcome travelers. I fell asleep and when I woke up, there was a nurse on my bedside. She was holding a baby. She told me I gave birth in my sleep and that I was very agitated while giving birth to the baby. I took the baby in my arm and saw that she was very lively and had incredibly beautiful, large and shiny eyes.",2022-05-01 20:51:37,0,1,1411684452686542,100001037053553,"I would interpret this dream as a readiness for change in your life. There is a new aspect of your life being readied. That could be personal change, work related, or relationship related",2022-05-01 00:00:00,129,39,I don't have children and I don't want any.,
1066,100007334658172,"I was there for vacations, in my old house (now sold in real life because the area it was in became too polluted). But my house was also my high-school (which were nowhere near in real life). And I was hiding in my mother's room because I was depressed and wanted nothing to do with school. But I was still a teenager and my partners were still at school. Except my best friend Johnpi, who joined me in my mother's room to investigate... a murder. He needed a calm place to do that, so he skipped school. And he appreciated my help. He asked our classroom's nerd (who wasn't actually the classroom nerd in real-life) to give us copy in the math homework and she agreed. The whole classroom was very supportive of our endeavour, unlike in real-life. To skip gym class, the guys pretended to fall and get hurt to keep the teacher busy so she would not notice our absense. Oh, and this teacher was both the math and the gym teacher, in real life she was a literature teacher I had in university. Fast-forwards, my mother complained I didn't go out enough, and that I should. I was depressed and didn't want to go anywhere, but said I would go out if my other best friend Angel agreed to meet with me. So I called him, told him I was in town, and asked if he would like to meet. He very excitingly accepted. ""Great! Should I bring something?"" I asked, excited too now, wondering if I should bring my Switch so we could play Pokemon.",2022-04-02 00:37:40,0,1,1388296785025309,780839497,"I wonder if this is in relation to avoiding some lesson from your past (hiding from the teacher in school)? Perhaps in relation to something related to social interactions? Maybe around reciprocated feelings and others mirroring your feelings and vice versa, and that in relation to feelings of isolation?",2022-04-08 15:00:02,367,55,Dream is about old friends (BFFs) in the village I used to live in Mexico when I was a teenager.,I neither solved the murder nor got to see Angel. But I still had a happy feeling.
555,100042198102617,I had a dream about this lady who looked like this blues singer she was about to let me do her make up but she took my make up and let someone else did it but I can tell something. Was wrong with this lady she was strange I asked her could she get us something to eat n when I asked that. All stuff started to be off her eyes went in the back of her head and stuff it was a scary dream my son and little niece was in the house and the house got caught on fire my grandma bf was still there but he was asleep and didn't wake up and that's not him it was really scary and when she came by the stairs she looked down and laughed at us when my lil nieces lady shirt got attached with the fire.,2022-05-01 02:06:59,,1,1411435239378130,100023865227789,"The blues singer most likely represents that you’re not happy about something, whatever was bothering you that day. Makeup can mean wanting to put a good face on it, to feel better. Getting something to eat could mean you feel a hunger/desire that isn’t being satisfied. She’s representing that it seems strange and you don’t like it, you’re not comfortable. The house being caught on fire could mean you’re burning up about it, feeling angry. The grandmas bf could be representing some wise action to take, but since he’s asleep and can’t wake up, it represents you feel you don’t know what to do about it, what wise action to take.",2022-05-01 14:50:41,173,142,, I hope none of the dreams don't come true cause some of them do
1579,695302461808218,"I dreamed my daughter (8yo, high functioning autism) was being mauled by a lion. Every time I'd try to take a step forward to help, the lion would bite again. She kept screaming ""I'm just like my mom"" trying to get it to stop. The look on her face and the screams ""I'm just like my mom"" just will not leave my mind.",2022-04-19 14:37:27,1,3,1401228403732147,780839497,"The key phrase seems to be ""Im just like my mom"" so exploring how you are just like your mom might be worth looking at (generally dreams are about the dreamer) but it might also be worth reflecting on how or in what ways your daughter is also like you? Particularly framed around that the more you try to interfere the worse things get?",2022-04-17 15:09:03,207,70,"I usually have very vivid dreams, but I can't shake the one I had last night. Daughter with high functioning autism in dream is 8 years old.  I have had a lot of life changes in the past 3 months (new relationship after being single for years, new job, currently in the middle of moving out of my sisters house and on my own again) and I have anxiety which I'm not currently treating with medication",I've had 2 pretty severe panic attacks from this dream.
1580,695302461808218,"I dreamed my daughter (8yo, high functioning autism) was being mauled by a lion. Every time I'd try to take a step forward to help, the lion would bite again. She kept screaming ""I'm just like my mom"" trying to get it to stop. The look on her face and the screams ""I'm just like my mom"" just will not leave my mind.",2022-04-19 14:37:27,1,3,1401349250386729,554421340,"Was it a male lion (with a mane) or a female lioness? The lion stands for pride, family, courage or cowardice, mastering wild instinct, territory. The lioness stands for provider, mothering, fierce protector of children. To dream of being attacked by a lion is feeling victimized by these things. The phrase ""I am just like my mother"" might mean that you believe you daughter is a victim of these things the way that you might also feel this way too.",2022-04-17 15:09:04,207,87,"I usually have very vivid dreams, but I can't shake the one I had last night. Daughter with high functioning autism in dream is 8 years old.  I have had a lot of life changes in the past 3 months (new relationship after being single for years, new job, currently in the middle of moving out of my sisters house and on my own again) and I have anxiety which I'm not currently treating with medication",I've had 2 pretty severe panic attacks from this dream.
48,100001409910387,"I had a dream I was really drunk and I was walking in the street because I needed to get something, I’m not sure what but I was in my pijamas and I was really nervous I didn’t want people to see me, but heaps of people were out and then I heard a voice asking if I’m alright and I suddenly fainted and a male introduced himself as a nurse and started checking me and said I have a hole in my chest and told me to inhale and exhale but it was hard for me to take deep breaths.",2022-05-08 05:14:00,0,1,1417989555389365,698883807,"To me this implies a sudden subconscious ""jump"" in self awareness. The people were aspects of your deeper psyche you've accessed either as a response to a stimulus, or in alignment with a global phenomenon (spiritual ascension). These may be parts of your psyche that connect with the Collective Unconscious. You faint when you hear a voice asking you if you're OK. This to me indicates ""finding"" the right ""self"" to fall back on. He was a ""nurse"".. Very apt. Your New Masculine Energies from this quick shift are very healthy and ""healing"" for the Feminine energies that are wounded. Hole in chest (Heart Chakra) is the ""sudden"" shift in consciousness I mentioned. It could be indicating the cause of this shift eg some emotional trauma etc but you have a very well grounded inner Masculine that is helping you ""heal"" (your power of discernment, responding instead of reacting, taking action with strategy, being responsible etc).",2022-05-08 06:40:58,113,248,,
1073,1803028597,"We were at the house and decided we needed to go to the store for a couple things, I caught my brother leaving the door unlocked so I told him and my mom to go ahead of me and I locked everything behind me. We go to the store get what we need and head outside, my mother and I saw something we wanted and told my brother to go get in the car. We came out 2 minutes after him and I put the stuff in the car look in the back seat and the door is open but he is gone. I begin to freak out and we start to drive around while trying to call the cops when he comes out of no where all beat up. We begin to drive him to the hospital when he tells me it’s cause the house was locked and the robbers couldn’t get in. I felt panicked and upset.",2022-04-26 16:40:53,0,1,1407096323145355,780839497,"Its interesting that he got beat up because the house was locked. That seems key to the dream and might help the meaning click. The real question I’m not sure about is whether brother represents your brother or, if in the dream he represents a part of you. Locking the house I think might actually about being/ feeling secure, so maybe it is pointing towards where being secure is actually creating some negative consequence?",2022-04-24 15:00:08,226,80,"I take care of my little brother, but we have been having a lot of behavioral issues with him at home and school, he also does not respect me or my husband.",
50,3293904447503469,"We were in a car my wife and I, she was driving. We were driving over a bridge and suddenly saw a tornado through the side mirror. The tornado caught up to us and was on the side of the car. It had lightning inside flashing randomly. Tornado move slightly left & right but never touch the car or hurts us, was going on the side for about 5 minutes. Was about to record it with my phone than it suddenly disappeared.",2022-05-07 06:12:54,1,3,1417026145485706,780839497,"Tornados could be conflict in the relationship but it didn't have any destructive force on the relationship itself? Maybe, with the use of the phone it is saying to take note of this, like a disagreement isn't equal to the end of the relationship or something?",2022-05-06 00:00:00,90,52,,
51,3293904447503469,"We were in a car my wife and I, she was driving. We were driving over a bridge and suddenly saw a tornado through the side mirror. The tornado caught up to us and was on the side of the car. It had lightning inside flashing randomly. Tornado move slightly left & right but never touch the car or hurts us, was going on the side for about 5 minutes. Was about to record it with my phone than it suddenly disappeared.",2022-05-07 06:12:54,1,3,1417144978807156,100067708691689,"Maybe some trouble will appear suddenly in your life but your wife is going to help you go through it without any damage. The bridge may talk about major change to come in your life as you quit a place and take the bridge to go to a different place. Seeing the tornado in the side mirror may say from some point of view this change is a source of fears, fear of destroying everything. The phone might symbolize communication that can help going through these events.",2022-05-07 00:00:00,90,90,,
52,3293904447503469,"We were in a car my wife and I, she was driving. We were driving over a bridge and suddenly saw a tornado through the side mirror. The tornado caught up to us and was on the side of the car. It had lightning inside flashing randomly. Tornado move slightly left & right but never touch the car or hurts us, was going on the side for about 5 minutes. Was about to record it with my phone than it suddenly disappeared.",2022-05-07 06:12:54,1,3,1417722435416077,100002316665692,"The subconscious stress or background you have anxiety about is nonexistent, and you KNOW THAT! Whatever past stress you remember has nothing to do with the present, so when recording the tornado it disappears, however you haven’t fully accepted that yet. Whatever it was that stressed you out in the past, or even multitude of BS, understand you’ve grown out of it and can finally reflect & accept the past.",2022-05-08 02:41:02,90,82,,
563,100015028993381,"I’ve had a dream 3 nights in a row about a baby girl, the first one my little brother was in the computer designing a room for my older brother and my little brother asked me to come see if it was good so i go and look and i said it needs a tv also why is there two kids beds in here and my mum said that my brother is gonna have a baby and my mums gonna help look after it. The next night i had a dream where my mum was holding a baby girl and i said who’s baby is that and she gave it to me and said it’s your brothers and i was like “i knew he was gonna have a baby because i had a dream that my little brother was designing a room and there were two kids beds in there” like what?? And then the next night i had a dream and there was a baby girl in it again.",2022-05-01 06:36:58,0,1,1411484236039897,100001037053553,While its possible your psychic self has picked up on a new arrival the baby girl might also symbolize you. Your desire for nurturing or to be cared for. Possibly your sensitive or vulnerable side (if you've felt under attack recently).,2022-05-01 00:00:00,195,48,,
566,1444026854,"I was house sitting for a family member. I walked to the house, which was actually a long walk, along a dirt path. Ahead of me was a deer chasing a grizzly bear. My walking speed matched their running speed. I entered the house and started turning on lights as it was getting dark quickly. I went to the back door to find a black bear napping in what looked like a large mud room. The pets inside the house were all panicking. I tried to secure the house but the black bear found a way in through a door I didn't know about. I ran to the basement to find several family members watching television. When I told them a bear was in the house they panicked. I went back upstairs, grabbed the bear by the scruff of his neck and dragged it outside.",2022-04-30 17:49:16,0,1,1411448576043463,100023865227789,It could be about dealing with a problem that found its way in. Since you’re house sitting it could be you’re thinking about a family problem rather than it being your specific problem.,2022-05-01 14:50:59,179,39,,It was all so surreal I laughed a little when I woke up.
55,640060401,"It was all centered around my partner and I getting errands done. We went to the grocery store and went to get haircuts and buy clothes but we only got to the shops half an hour before they closed but the staff let us stay in this store past closing and we chatted with them. Then we headed to see my partners family. I had a really large box with personal stuff in it, I can’t remember exactly what. I left it on the side of the road and throughout the day I went back and forth to it. The last time I went out to it, it was empty and I felt really sad about my things being stolen. I couldn’t remember what was in the box so I tried to just let it go and not be worried about it.",2022-05-07 23:12:09,0,1,1417755362079451,100009042510759,The box with your personal stuff you let on the side of the road is your trauma you have. The time that you are spending with your partner with getting ready is your sharing this trauma. You are processing this all and you keep going back to check is you checking if it is still there. That it's gone you have moved on from this trauma.,2022-05-08 03:41:09,239,71,"For context, in waking life my partner and I are going to her family’s place for lunch today for Mother’s Day. I also revealed some past trauma details to my partner the other day and as I type this out I am seeing parallels between that and the box on the road. Any interpretations are welcome and appreciated!",
1074,508914050906763,I had a dream about my silly brother in law y’all. I had a dream he married his wife twice but he actually didn’t marry her twice at all. He actually married what it looked like someone else to me instead of her. This is his second marriage. He was jogging on the highway and I heard him calling someone name in the projects across the highway. Him and his wife got married in the backyard. He got in the car and left to speak with the older lady in the projects. My brother in law said that he wouldn’t dare marry his wife again if he had a choice.,2022-04-26 07:17:50,0,1,1406892586499062,560345596,"I wonder if this could be symbolizing your own marriage. Maybe your not the same person you were when you married, and your beginning to recognize that. Getting married twice suggests there is some new stage of commitment to each other. The marriage taking place in the backyard i feel means its of low importance or kept private somehow. Jogging on the highway towards the projects, maybe you feel your husband has other projects that take him away from the marriage somehow, work or hobbies that he is involved with. I wonder if you feel your husband feels differently about you.",2022-04-24 15:00:10,124,148,,
