,user_id,post_text,post_time,likes,comments,comment_id,commenter_id,comment_text,comment_time,length_post,length_comment
55,640060401,"I had an interesting dream this morning. There was lots of elements in the build up. It was all centered around my partner and I getting errands done. We went to the grocery store and went to get haircuts and buy clothes but we only got to the shops half an hour before they closed but the staff let us stay in this store past closing and we chatted with them. Then we headed to see my partners family. I had a really large box with personal stuff in it, I can’t remember exactly what. I left it on the side of the road and throughout the day I went back and forth to it. The last time I went out to it, it was empty and I felt really sad about my things being stolen. I couldn’t remember what was in the box so I tried to just let it go and not be worried about it.

For context, in waking life my partner and I are going to her family’s place for lunch today for Mother’s Day. I also revealed some past trauma details to my partner the other day and as I type this out I am seeing parallels between that and the box on the road. Any interpretations are welcome and appreciated!",2022-05-07 23:12:09,0,1,1417755362079451,100009042510759,The box with your personal stuff you let on the side of the road is your trauma you have. The time that you are spending with your partner with getting ready is your sharing this trauma. You are processing this all and you keep going back to check is you checking if it is still there. That it's gone you have moved on from this trauma.,2022-05-08 03:41:09,239,71
61,350790759837798,"Related detail IRL I am I'm a relationship that is vary serious but we are not engaged

I had a dream I kept losing my engagement rings and that people kept trying to give me rings there where not my ring but I couldn't explain what my ring looked like to everyone I just knew it was missing and I would know it when I found it.

Just wondering what everyone's thoughts qpuld be on this",2022-05-07 23:06:08,0,1,1417676192087368,100001037053553,One possibility is the ring symbolizes the serious committment you have for one another and the dream symbolizes fear of losing that,2022-05-08 00:41:16,80,22
63,5282571005138886,"I had a recurring nightmare. I think I was around 8 or 9 years old when it started. They happened several times when I was that age and became less frequent as I grew older.

The setting was present-day at our house at the time.

My father's job involved international travel, so he was often away from home. When he wasn't home, my siblings and I would sleep in our parents' room with our mother.

In the nightmare, we heard noise outside the room and realized a group of men broke into the house.

My siblings and I ran and huddled near the door. Eventually the men broke the bedroom door. Our mother tried to block them from entering the room, so they shot her several times. She fell backwards onto the bed. That is when we scream and the nightmare gets cut. Sometimes I would wake up crying.

I would appreciate any help in interpreting my dream. Thank you in advance 💗",2022-05-06 22:52:00,,4,1416961112158876,1317912160,Nine years is a time when kids may have anxiety about more realistic concerns such as death of a parent.,2022-05-06 00:00:00,184,21
64,5282571005138886,"I had a recurring nightmare. I think I was around 8 or 9 years old when it started. They happened several times when I was that age and became less frequent as I grew older.

The setting was present-day at our house at the time.

My father's job involved international travel, so he was often away from home. When he wasn't home, my siblings and I would sleep in our parents' room with our mother.

In the nightmare, we heard noise outside the room and realized a group of men broke into the house.

My siblings and I ran and huddled near the door. Eventually the men broke the bedroom door. Our mother tried to block them from entering the room, so they shot her several times. She fell backwards onto the bed. That is when we scream and the nightmare gets cut. Sometimes I would wake up crying.

I would appreciate any help in interpreting my dream. Thank you in advance 💗",2022-05-06 22:52:00,,4,1416969352158052,100061087834672,"At that age, I would think you had an underlying fear of losing your one parent you had while your other parent was away. Only your mom kept you safe while he was gone, and you might’ve felt as though losing her would be detrimental.

But if not something as simple as that, someone intruding to me would seem as though a problem/threat entering your house is like a problem/threat invading your mind/peace. Your home is your safe space, just as your peace of mind is a safe space. And if a problem or fear is intruding on that, you’ve got to protect it.",2022-05-06 00:00:00,184,118
70,1520201575,"I had a very weird dream last night. I sorta kinda know what it means (I think), but I’d like to hear your thoughts.

I was watching a baby. It felt like it was a baby from someone close to me, but I don’t know this baby in real life. I just changed its poopy diaper and within 30 seconds after changing the baby, it looked at me, then at its diaper and I immediately noticed it had pooped again, because baby poop came out at the top of the diaper. I got angry at the baby and smacked his stomach. 😭 Immediately after doing that I regretted it and didn’t understand why I got so angry and violent.

Later in my dream I was on a rollercoaster in a single cart and when I looked behind me I saw the baby, also in a single cart, about 5 meters away from me. I realized that babies are not supposed to be taking rollercoaster rides, especially all by themselves. But at that point there was nothing I could do, so I yelled: “Hold on tight!” Genuinely hoping that that would help. 😅 Anyway, my cart starts racing and a few seconds later I see the baby fall out of the cart and it drops dead on the ground. I felt terrible, but at that moment I kinda realized (or hoped?) I was dreaming and I felt like I could maybe change the outcome, but I don’t remember much after that.",2022-05-07 21:10:02,0,1,1417628668758787,100009043123809,"You're getting angry and impatient with your own vulnerability, especially when difficult emotions come out. You feel on a rollercoaster ride emotionally, which you fear will destroy that vulnerable part of you.",2022-05-07 22:41:33,291,37
71,1279389269,I went into the bathroom and the tub was filling up - almost at the top. I had to rush in a unclog the drain and had to do it before the water spilled over. I started pulling out all kinds of hair and black gunk and finally got it cleared out and the tub drained. The symbolism seems obvious in that I need to clear an obstruction or blockage to free myself. It I’m not sure where to look. Any ideas?,2022-05-07 01:37:08,2,2,1416794188842235,643799315,"When you say all kinds do you mean a wide variety of lengths and colours? If so the blockage might be caused by people in your life who you may have unresolved issues with or who may be holding you back or otherwise discouraging you (like people who make snide comments about you being yourself)
Also did the water stay level as you were clearing the drain or did it slosh around?",2022-05-06 00:00:00,90,76
72,1279389269,I went into the bathroom and the tub was filling up - almost at the top. I had to rush in a unclog the drain and had to do it before the water spilled over. I started pulling out all kinds of hair and black gunk and finally got it cleared out and the tub drained. The symbolism seems obvious in that I need to clear an obstruction or blockage to free myself. It I’m not sure where to look. Any ideas?,2022-05-07 01:37:08,2,2,1417065992148388,726774658,"Hi Maria, a bathtub can represent the uterus. This is because water (among others) represents life and a bath is a vessel that holds water. Dreams like this could invite you to accept yourself as a woman and see this in a better light. Too often uterus and reproductive area is dumping ground for negative energy (black gunk) that follows the negative thoughts (hair) about ourselves as women. Feminine energy is something to cherish though.",2022-05-06 00:00:00,90,87
101,100052323803544,"Last night I had a dream about taking my pet tarantula out of its cage. I scooped it up in my hand and carried it to my bed; I laid down on my back and set the tarantula on my chest. I laid there calm and peaceful.

If anyone knows what this means it would be greatly appreciated! :) 🕷️",2022-05-07 16:54:16,0,1,1417528795435441,560345596,"For me it would suggest a feeling of peace and freedom. That you have perhaps opened up or feel more relaxed about something, possibly to do with yoyr private life.",2022-05-07 19:42:02,66,33
102,1084826295,"TW: mentions details of death/suicide

Kind of odd that I’d have this dream right before Mother’s Day but last night I had a dream that I watched my mom die. In the dream it started out in a party where myself & my mom were at, separately. I was with one group and I saw her with another. It’s unclear why but my mom volunteered to take some type of lethal pill. I didn’t realize what was going on, until it was too late. People were surrounding her as she lay in the middle of the floor, struggling to breathe. I came over and she told me to give my aunt a message from her before she’s gone. I don’t remember the message now, but I called her up immediately and let her know in the dream. My mom hung around for a while before they noticed the pill wasn’t working, she was still trying to live but very weak. At that point someone there in a red dress grabbed a pillow and essentially put her to rest. I was right there with her until that pillow incident-I couldn’t be near watching it in the dream. I was sobbing in the dream-and retelling it is really getting me worked up. Anyway, I came to ask if there’s some meaning in this dream bc I’m kind of freaking out 😭",2022-05-07 19:37:31,0,1,1417600595428261,100001037053553,"Maritza Magarin powerful dream. Theres a few possibilities. Unless your mother in waking life is dealing with end of life issues, the dream is most likely about something other than her death. If we go with the idea that all the characters in the dream are aspects of yourself...the dream may be about a change in your relationship with her. Death of old mother or mother roles. If your mother is changing in life...in decline mentally, or physically.....
..or if she was a difficult mother and you are finally able to release her from that ""superior"" role....these are possibilities. Perhaps if you are a mother and are choosing to be different with your children than your mother was with you...that too could be the symbolic death of your mother. Essentially its about a change. The end of old. Beginning of new.",2022-05-07 21:42:06,268,165
111,100062384150996,"Thank you for accepting me into this group :’)
I have been having weird / horrible dreams lately and it’s giving me more anxiety than ever before. Hopefully someone can help interpret it for me?

2 weeks ago I dreamt I remarried my husband but it was an all black wedding my wedding dress was black I didn’t see anyone else but him not sure what that would mean but I felt uneasy about it.

The next week I dreamt my 2 year old lost her top front tooth I couldn’t remember the details but that same night my 8 year old dreamt she had stitches.

Last night finally I dreamt of discovering a snake in cage it was red and it had a beak (weird) it didn’t seem to attack me or anything but I felt uneasy and I eventually woke up afterwards.

Is it me? My stress or anxiety?
I have looked online for answers to hopefully see if someone can interpret what it means 😞",2022-05-06 19:55:48,0,2,1417352828786371,100002316665692,"Hi, I’m not a psychologist but I do study logic/theory + spirituality and sacred geometry.

1.) the ‘black wedding’ seems to be a passing, or some sort of afterlife meeting, like either you both met again in the afterlife or were accepting some sort of unchangeable loss/
experience.

2.) They’re close in age (fairly), probably were older or in their eternal/
spiritual form in their dreams and fought each other, or they fought as adults in their dreams lowkey LOL

3.) Since nothing else logically makes sense imma assume this is the brain connecting random uneventful things you saw and fused in your subconscious. You may have watched an animal documentary or compilation, and your psyche pieced together a snake, bird, and cage for a pet (these details are all animal related, so that at least connects).",2022-05-07 00:00:00,187,166
112,100062384150996,"Thank you for accepting me into this group :’)
I have been having weird / horrible dreams lately and it’s giving me more anxiety than ever before. Hopefully someone can help interpret it for me?

2 weeks ago I dreamt I remarried my husband but it was an all black wedding my wedding dress was black I didn’t see anyone else but him not sure what that would mean but I felt uneasy about it.

The next week I dreamt my 2 year old lost her top front tooth I couldn’t remember the details but that same night my 8 year old dreamt she had stitches.

Last night finally I dreamt of discovering a snake in cage it was red and it had a beak (weird) it didn’t seem to attack me or anything but I felt uneasy and I eventually woke up afterwards.

Is it me? My stress or anxiety?
I have looked online for answers to hopefully see if someone can interpret what it means 😞",2022-05-06 19:55:48,0,2,1417482745440046,1317912160,Weddings can mean you are making a commitment to something. Since wedding is all black and you felt uneasy it can mean you are viewing this commitment as potentially bad. Your husband can be symbolizing something else like your logical side or even something you working. It doesn't necessarily mean anything about your relationship and probably has some other meaning. Two year old losing a tooth dream: it is natural for little kids to be losing teeth so I wonder what your feelings were about this. When we dream about losing our teeth as an adult it often has to do with feeling insecure about changes. A beaked red snake in a cage might have something to do with feing like you're holding back expressing anger but it's really difficult to say without more details as snakes can represent so many things and so can colors.,2022-05-07 17:42:17,187,157
117,100001376269905,Hi could anyone explain my 2 dreams please. Mt first dream was about my husband and me were outside the shops we normally go to. But outside people were fighting I was trying to get away as I felt it was getting worse my my husband was In the middle like in the middle of the fight. The next thing we were In our car were my daughter was asleep. My second dream was I was at my mums flat when I noticed a hospital letter for my husband which said he had sad news to tell him. I think they gave him so much time to live. I was really worried about this dream as he is waiting for tests in reality. Could anyone help me with this dreams I was worried about the second dream as it was about bad news. Thank you xxxx,2022-05-07 12:45:24,0,1,1417386865449634,100023865227789,"It’s possible that your husband and daughter are representing aspects of you. So you feel like you’re in the middle of some fight that’s going on and you just want to get away. Being asleep can represent being unaware of something, maybe how to move forward since it’s in the car. Your masculine side is in bad shape and needs help; that is, you need to feel more in charge.",2022-05-07 15:42:22,154,85
122,100004018005074,"I have had teeth falling out dreams several times before, but two nights ago I had a dream my teeth were crumbling in my mouth. In the dream, I would try to clear my mouth out but no matter what I did it felt like I was chewing gravel. It was so distinct and real that I woke up feeling my back right teeth over and over again to make sure they were there.",2022-05-06 06:17:49,1,6,1416491182205869,726774658,"Hi Megan, do you grind your teeth during sleep? A huge amount of tension due to stress is held in jaws. Maybe look at some mindfulness practices to help release this if this is the case for you",2022-05-06 00:00:00,79,41
125,100004018005074,"I have had teeth falling out dreams several times before, but two nights ago I had a dream my teeth were crumbling in my mouth. In the dream, I would try to clear my mouth out but no matter what I did it felt like I was chewing gravel. It was so distinct and real that I woke up feeling my back right teeth over and over again to make sure they were there.",2022-05-06 06:17:49,1,6,1417415275446793,8645530,"I see teeth as tools to help you nourish yourself, digest material or break it down and a means to communicate, without them articulation is nearly impossible. Are there things you need to do to nourish yourself? Are there learnings you are not truly taking the time to take in and understand? Are you speaking your truth? What do teeth mean to you?",2022-05-07 15:42:27,79,70
127,100071975830766,"Ii was walking throw the trees out side with a about 4 year old who i was watching and he. Started crying n i stoped walking n put him on a seat standing so i can get more lved with him n i ask ""whats wrong?"" As i was thinking - how can you be in a place like this and be crying(because we were surrounded by tall trees and wilderness area where we lived in the town) - i asked 2 times before he answered, the first time he didnt want to say like his parents never wanted to hear him out n he looks down. I lift his chin up softly ""hey hey hey. . . look at me . . please"" i say softly and he looks at me n i let his chin go. ""What is wrong? Whats making you so upset? I really want to know"" I ask as we looked each other in the eyes. He seamed to calm down and says in a little bit of a whine ""Its boarding here and theres nothing to do. Its always the same"" i give a moment of silence before responding ""Ok how about this, when were done here i will play with you, anything you want. How about that?"" I asked n smiled being very caring about what i say which match my energy. ""Mhumm"" the kid responds with nodding. I smile at him happily ""When were done here well play ok"" i say and the kid calms down completely n nods i then picl him up. (The dream skips further ) i finished what i needed and gave the kid back to the parents but before i leave i ask the child ""alright. Are you ready? What do you want to do?"" I ask the child seeing a smile grow on him before i woke up.
During the dream and hearing the kid i was concerned from his crying and listened to his words very closely. My expressions were obviously worryed and concerned the child noticed which i was able to tell with how he calmed down and his facial expression.
(What do you guys see?)",2022-05-06 17:55:42,0,1,1417414315446889,100023865227789,"It may have to do with wanting more than you have, the status quo is unsatisfactory.
You’re asking yourself if you’re ready to do what you really want to do.",2022-05-07 15:42:30,408,37
128,1044163519,I had a dream that my boyfriend and I were on a vacation with both of my cars for some reason. He had to leave early for some reason and I was left with two cars and couldn’t figure out how to get them both home!! Not sure why this dream is sticking out so much. I have tried to interpret but don’t know much about this subject. Any ideas?,2022-05-06 21:25:03,0,1,1417412275447093,100023865227789,Possibly the dream is about having two options moving forward and you don’t know which one to take because you want them both.,2022-05-07 15:42:31,80,26
129,100042198102617,"Hello I have a question

I had a dream that a security man had gave me $5 from My children's father to get too me in the dream and when I took the money. It changed to where I met an evil pyschic and I didn't know she was evil I took something outta her hand and I ate and I felt like all bad luck was trying to come too me after I have really had an hexs but I took them off right but In the dream it made me scared and worried and when I woke up the room was so 🤐 even my tv had pasued on it's channel, I felt like the dream was real what does that mean?. And with the dream with the man who brought me five dollars from my children's father who really brought me $40.00 dollars yesterday after 6 years what does that mean?",2022-05-07 00:17:41,,1,1417376395450681,100023865227789,"The number 5 represents a change, something different, so getting the money from him was a big change. The security man could represent you don’t feel secure and you would like to. You feel anxious and that creates dreams where people think something evil is going on. The TV set pausing was just a coincidence.",2022-05-07 00:00:00,165,63
134,100009577338097,"Hi, I had a dream last night that I was in my front yard and I saw 2 humming birds on the ground. One was scared of me the other came right onto my hand. They couldn't fly and it was raining. They were soaked. I noticed a hole and in the hole were other humming birds like they were hatching but not out of eggs it looked like embryo sacks. As I was watching 2 stray cats came up and were trying to attack the humming birds, I kept them away from them. I dont remember why I left but I came back to check on them and they were all dead and one of the cats had a dead humming bird in its mouth and I was very upset. This part of my dream was vivid and I was wondering what thoughts were on this dream?",2022-05-06 21:55:53,0,1,1417391692115818,100023865227789,"Hummingbirds can represent love and joy, everything humming along. That is not happening here; the rain can represent feeling sad. It looks like something that you thought you had dealt with ended up not working out.",2022-05-07 15:42:37,159,41
135,100012737564706,"I’ve had this dream before. It probably isn’t exactly the same but it’s still the same dream.

I visit the town and I walk along the street with someone Idk (but do in this dream). I realise something is wrong and that all of the shops now have weird names. Still their names but either with a night/dream pun or some night/dream logo.
The person idk (Let’s call him P, I guess) sat on a bench and I ask them wth is going on, they confirm it was my town but that it’s called Whoville now. Very confused, we walk into this shop. The manager is walking around shouting ‘Make sure […] don’t fall asleep in my shop!’. Some guy looks drunk and as if he’s going to fall asleep. P helps him out of the shop and he’s grateful.
Soon after, the shops begin to close and the place looks dark and gloomy. All the shops looked as if they were abandoned. Broken windows, lights, and cafés had food laying around. People walking around went into different shops. A group of women were in this café next to me and began eating. Quickly, they all collapsed. P complains that this is just like ‘so and so shop’ and that people just shouldn’t take the risk anymore! I quickly realised that they were all dead.
(For some reason) I and P break the windows of a real estate shop and see this very old, short man with black hair and small glasses. He wore old fashioned but fancy clothes. We talk to him for a bit, ask him questions etc. Turns out that you can either leave your shop in view or hide it. If you leave it in view you can leave a light on to let people know […]. He said that it was stupid and he would never do that. He continues to talk and I look over to see candles lit at a window. I quickly blew them out so that he wouldn’t notice. They came back. I repeated this until I ran to a lever that hid the shop. All of the windows were now gone, replaced by wood. The man ran out back and we followed.
(Idk what happened next)
((THIS IS THE PART I REMEMBER DREAMING ABOUT BEFORE))
He gives in and starts talking about the town and his childhood. Under this shop, there was a huge cavern. As a kid, he and some townsfolk went down there (for some reason). All of a sudden, he found this girl around his age. She wore a gorgeous blue dress and bonnet with white trim. They talked and talked and they had a great time.
The town and he all had to escape the cavern and he begged the girl to come. He dragged her up all the scaffolding with the town. Just as they reached the door back into the shop, part of the scaffolding was gone. The town (already on the other side) tried to help but there wasn’t much they could do. He held onto her and she begged him to leave her here and he jumped successfully to the door. He said ‘We made it!’. But then the girl, still in his arms, said that she wasn’t finished here yet and like a snake slithered out of his arms and fell back into the cavern. The man said that he had stayed there for years hoping to finally be able to save that girl.
I and P both nodded toward each other and we went out the back door and began our climb down into the cavern, the man not far behind us. With our flashlights, we looked around for ages. Eventually, we found the girl who wore the same blue dress. The man was ecstatic and began to talk to her. All was well until all of a sudden she began to transform into this huge snake-like creature (with small legs and she was still wearing the dress). (I don’t remember why but) She began to attack us. Quickly, we ran back up the scaffolding and into the shop. She slithered her way up and partially through the door.

Then I woke up.",2022-05-02 10:45:22,,2,1412369485951372,1234773332,"Hi Mya, so my first thought is that your dream could be looking at your own identity. You could be confused with your own self-image or your sense of self. Could you be looking at your own perception on how you feel others see you at the moment. Just a thought, but I am wondering have you suffered any lost recently, or do you feel at a little lost in life at the moment.",2022-05-02 00:00:00,834,81
