,user_id,post_text,post_time,likes,comments,comment_id,commenter_id,comment_text,comment_time,length_post,length_comment
50,3293904447503469,"We were in a car my wife and I, she was driving. We were driving over a bridge and suddenly saw a tornado through the side mirror. The tornado caught up to us and was on the side of the car. It had lightning inside flashing randomly. Tornado move slightly left & right but never touch the car or hurts us, was going on the side for about 5 minutes. Was about to record it with my phone than it suddenly disappeared.",2022-05-07 06:12:54,1.0,3,1417026145485706.0,780839497.0,"Tornados could be conflict in the relationship but it didn't have any distructive force on the relationship itself?

Maybe, with the use of the phone it is saying to take note of this, like a disagreement isn't equal to the end of the relationship or something?",2022-05-06 00:00:00,90,52
51,3293904447503469,"We were in a car my wife and I, she was driving. We were driving over a bridge and suddenly saw a tornado through the side mirror. The tornado caught up to us and was on the side of the car. It had lightning inside flashing randomly. Tornado move slightly left & right but never touch the car or hurts us, was going on the side for about 5 minutes. Was about to record it with my phone than it suddenly disappeared.",2022-05-07 06:12:54,1.0,3,1417144978807156.0,100067708691689.0,"Maybe some trouble will appear suddenly in your life but your wife is going to help you go through it without any damage

The bridge may talk about major change to come in your life as you quit a place and take the bridge to go to a different place

Seeing the tornado in the side mirror may say from some point of view this change is a source of fears, fear of destroying everything

About the phone maybe it symbolizes communication that can help going through these event",2022-05-07 00:00:00,90,90
52,3293904447503469,"We were in a car my wife and I, she was driving. We were driving over a bridge and suddenly saw a tornado through the side mirror. The tornado caught up to us and was on the side of the car. It had lightning inside flashing randomly. Tornado move slightly left & right but never touch the car or hurts us, was going on the side for about 5 minutes. Was about to record it with my phone than it suddenly disappeared.",2022-05-07 06:12:54,1.0,3,1417722435416077.0,100002316665692.0,"The subconscious stress or background you have anxiety about is nonexistent, and you KNOW THAT!

Whatever past stress you remember has nothing to do with the present, so when recording the tornado it disappears, however you haven’t fully accepted that yet.

Whatever it was that stressed you out in the past, or even multitude of BS, understand you’ve grown out of it and can finally reflect&accept the past.",2022-05-08 02:41:02,90,82
53,680542524,"Hi, so I seem to have a reoccurring dream where I'm very content and hugging upto another man. This man is familiar in my dream but isn't my husband. It's like I'm aware in my sleep that I'm with someone else. What on earth does that mean? It bugs me to think I'm happy to be with someone else in my dream 🤷‍♀️",2022-05-07 23:42:05,0.0,2,1417678298753824.0,100001037053553.0,"Heidi Hunt my guess is the man is an aspect of yourself. you are very comfortable with. Honestly? I think it symbolizes your happiness with being cherished/
held. The identity doesnt concern me or strike me as ""cheating""",2022-05-08 00:41:07,74,44
54,680542524,"Hi, so I seem to have a reoccurring dream where I'm very content and hugging upto another man. This man is familiar in my dream but isn't my husband. It's like I'm aware in my sleep that I'm with someone else. What on earth does that mean? It bugs me to think I'm happy to be with someone else in my dream 🤷‍♀️",2022-05-07 23:42:05,0.0,2,1417817305406590.0,535555726.0,Probably means u r getting very connected/ comfortable with your feminine or masculine side,2022-05-08 04:41:07,74,14
55,640060401,"I had an interesting dream this morning. There was lots of elements in the build up. It was all centered around my partner and I getting errands done. We went to the grocery store and went to get haircuts and buy clothes but we only got to the shops half an hour before they closed but the staff let us stay in this store past closing and we chatted with them. Then we headed to see my partners family. I had a really large box with personal stuff in it, I can’t remember exactly what. I left it on the side of the road and throughout the day I went back and forth to it. The last time I went out to it, it was empty and I felt really sad about my things being stolen. I couldn’t remember what was in the box so I tried to just let it go and not be worried about it.

For context, in waking life my partner and I are going to her family’s place for lunch today for Mother’s Day. I also revealed some past trauma details to my partner the other day and as I type this out I am seeing parallels between that and the box on the road. Any interpretations are welcome and appreciated!",2022-05-07 23:12:09,0.0,1,1417755362079451.0,100009042510759.0,The box with your personal stuff you let on the side of the road is your trauma you have. The time that you are spending with your partner with getting ready is your sharing this trauma. You are processing this all and you keep going back to check is you checking if it is still there. That it's gone you have moved on from this trauma.,2022-05-08 03:41:09,239,71
61,350790759837798,"Related detail IRL I am I'm a relationship that is vary serious but we are not engaged

I had a dream I kept losing my engagement rings and that people kept trying to give me rings there where not my ring but I couldn't explain what my ring looked like to everyone I just knew it was missing and I would know it when I found it.

Just wondering what everyone's thoughts qpuld be on this",2022-05-07 23:06:08,0.0,1,1417676192087368.0,100001037053553.0,One possibility is the ring symbolizes the serious committment you have for one another and the dream symbolizes fear of losing that,2022-05-08 00:41:16,80,22
62,5282571005138886,"I had a recurring nightmare. I think I was around 8 or 9 years old when it started. They happened several times when I was that age and became less frequent as I grew older.

The setting was present-day at our house at the time.

My father's job involved international travel, so he was often away from home. When he wasn't home, my siblings and I would sleep in our parents' room with our mother.

In the nightmare, we heard noise outside the room and realized a group of men broke into the house.

My siblings and I ran and huddled near the door. Eventually the men broke the bedroom door. Our mother tried to block them from entering the room, so they shot her several times. She fell backwards onto the bed. That is when we scream and the nightmare gets cut. Sometimes I would wake up crying.

I would appreciate any help in interpreting my dream. Thank you in advance 💗",2022-05-06 22:52:00,,4,1416800408841613.0,100001037053553.0,"Think of the house as your unconsciousness
and the intruders as someone or something that is disturbing that within you. At 8 or 9 that can be many things. It could be an aspect of yourself you were struggling with at the time (I was painfully shy and hated that about myself) or something external as well. Your mother symbolized safety and this issue took that from you.",2022-05-06 00:00:00,184,74
63,5282571005138886,"I had a recurring nightmare. I think I was around 8 or 9 years old when it started. They happened several times when I was that age and became less frequent as I grew older.

The setting was present-day at our house at the time.

My father's job involved international travel, so he was often away from home. When he wasn't home, my siblings and I would sleep in our parents' room with our mother.

In the nightmare, we heard noise outside the room and realized a group of men broke into the house.

My siblings and I ran and huddled near the door. Eventually the men broke the bedroom door. Our mother tried to block them from entering the room, so they shot her several times. She fell backwards onto the bed. That is when we scream and the nightmare gets cut. Sometimes I would wake up crying.

I would appreciate any help in interpreting my dream. Thank you in advance 💗",2022-05-06 22:52:00,,4,1416961112158876.0,1317912160.0,Nine years is a time when kids may have anxiety about more realistic concerns such as death of a parent.,2022-05-06 00:00:00,184,21
64,5282571005138886,"I had a recurring nightmare. I think I was around 8 or 9 years old when it started. They happened several times when I was that age and became less frequent as I grew older.

The setting was present-day at our house at the time.

My father's job involved international travel, so he was often away from home. When he wasn't home, my siblings and I would sleep in our parents' room with our mother.

In the nightmare, we heard noise outside the room and realized a group of men broke into the house.

My siblings and I ran and huddled near the door. Eventually the men broke the bedroom door. Our mother tried to block them from entering the room, so they shot her several times. She fell backwards onto the bed. That is when we scream and the nightmare gets cut. Sometimes I would wake up crying.

I would appreciate any help in interpreting my dream. Thank you in advance 💗",2022-05-06 22:52:00,,4,1416969352158052.0,100061087834672.0,"At that age, I would think you had an underlying fear of losing your one parent you had while your other parent was away. Only your mom kept you safe while he was gone, and you might’ve felt as though losing her would be detrimental.

But if not something as simple as that, someone intruding to me would seem as though a problem/threat entering your house is like a problem/threat invading your mind/peace. Your home is your safe space, just as your peace of mind is a safe space. And if a problem or fear is intruding on that, you’ve got to protect it.",2022-05-06 00:00:00,184,118
66,100067708691689,"Hello there
I dreamt I was in a kitchen in my house (not the real one) with my father (not the real one either), I was cooking two eggs and putting each one of them in a bun. I was really pleased to do this and decided to invite the father of one of my ex boyfriend A.

I went to his house to invite him, letting him go by himself and then went to see A. in his bedroom. It was on the 3rd floor. He was very happy to see me and asked me if I had a gift for him so I show him my naked body, and we had sex (very realistic dream 😅)

Then we had to go to meet our fathers to eat, so I let him shower and went back to a place I’ve already been to go to his house, but then it was a long white corridor with mirrors all along. At the end of the corridor there was a patio with people that were my professors or colleagues (maybe at work). And then I took a look at myself in the mirror, breathing and bumping my belly as if I was pregnant, and then I recognize I was being pregnant after having sex with A

*********************************

I wouldn’t have a relationship again with A
This dream seems so realistic, makes me feels like announcing a pregnacy to come (maybe twins pregnancy because of the two eggs and the two buns), but I am single by now 🤨
I would like to read your opinion about it",2022-05-06 20:15:15,0.0,1,1417403468781307.0,100023865227789.0,You may be getting more involved in something that held your interest in the past; something you enjoyed doing.,2022-05-07 15:41:28,326,21
70,1520201575,"I had a very weird dream last night. I sorta kinda know what it means (I think), but I’d like to hear your thoughts.

I was watching a baby. It felt like it was a baby from someone close to me, but I don’t know this baby in real life. I just changed its poopy diaper and within 30 seconds after changing the baby, it looked at me, then at its diaper and I immediately noticed it had pooped again, because baby poop came out at the top of the diaper. I got angry at the baby and smacked his stomach. 😭 Immediately after doing that I regretted it and didn’t understand why I got so angry and violent.

Later in my dream I was on a rollercoaster in a single cart and when I looked behind me I saw the baby, also in a single cart, about 5 meters away from me. I realized that babies are not supposed to be taking rollercoaster rides, especially all by themselves. But at that point there was nothing I could do, so I yelled: “Hold on tight!” Genuinely hoping that that would help. 😅 Anyway, my cart starts racing and a few seconds later I see the baby fall out of the cart and it drops dead on the ground. I felt terrible, but at that moment I kinda realized (or hoped?) I was dreaming and I felt like I could maybe change the outcome, but I don’t remember much after that.",2022-05-07 21:10:02,0.0,1,1417628668758787.0,100009043123809.0,"You're getting angry and impatient with your own vulnerability, especially when difficult emotions come out. You feel on a rollercoaster ride emotionally, which you fear will destroy that vulnerable part of you.",2022-05-07 22:41:33,291,37
71,1279389269,I went into the bathroom and the tub was filling up - almost at the top. I had to rush in a unclog the drain and had to do it before the water spilled over. I started pulling out all kinds of hair and black gunk and finally got it cleared out and the tub drained. The symbolism seems obvious in that I need to clear an obstruction or blockage to free myself. It I’m not sure where to look. Any ideas?,2022-05-07 01:37:08,2.0,2,1416794188842235.0,643799315.0,"When you say all kinds do you mean a wide variety of lengths and colours? If so the blockage might be caused by people in your life who you may have unresolved issues with or who may be holding you back or otherwise discouraging you (like people who make snide comments about you being yourself)
Also did the water stay level as you were clearing the drain or did it slosh around?",2022-05-06 00:00:00,90,76
72,1279389269,I went into the bathroom and the tub was filling up - almost at the top. I had to rush in a unclog the drain and had to do it before the water spilled over. I started pulling out all kinds of hair and black gunk and finally got it cleared out and the tub drained. The symbolism seems obvious in that I need to clear an obstruction or blockage to free myself. It I’m not sure where to look. Any ideas?,2022-05-07 01:37:08,2.0,2,1417065992148388.0,726774658.0,"Hi Maria, a bathtub can represent the uterus. This is because water (among others) represents life and a bath is a vessel that holds water. Dreams like this could invite you to accept yourself as a woman and see this in a better light. Too often uterus and reproductive area is dumping ground for negative energy (black gunk) that follows the negative thoughts (hair) about ourselves as women. Feminine energy is something to cherish though.",2022-05-06 00:00:00,90,87
101,100052323803544,"Last night I had a dream about taking my pet tarantula out of its cage. I scooped it up in my hand and carried it to my bed; I laid down on my back and set the tarantula on my chest. I laid there calm and peaceful.

If anyone knows what this means it would be greatly appreciated! :) 🕷️",2022-05-07 16:54:16,0.0,1,1417528795435441.0,560345596.0,"For me it would suggest a feeling of peace and freedom. That you have perhaps opened up or feel more relaxed about something, possibly to do with yoyr private life.",2022-05-07 19:42:02,66,33
102,1084826295,"TW: mentions details of death/suicide

Kind of odd that I’d have this dream right before Mother’s Day but last night I had a dream that I watched my mom die. In the dream it started out in a party where myself & my mom were at, separately. I was with one group and I saw her with another. It’s unclear why but my mom volunteered to take some type of lethal pill. I didn’t realize what was going on, until it was too late. People were surrounding her as she lay in the middle of the floor, struggling to breathe. I came over and she told me to give my aunt a message from her before she’s gone. I don’t remember the message now, but I called her up immediately and let her know in the dream. My mom hung around for a while before they noticed the pill wasn’t working, she was still trying to live but very weak. At that point someone there in a red dress grabbed a pillow and essentially put her to rest. I was right there with her until that pillow incident-I couldn’t be near watching it in the dream. I was sobbing in the dream-and retelling it is really getting me worked up. Anyway, I came to ask if there’s some meaning in this dream bc I’m kind of freaking out 😭",2022-05-07 19:37:31,0.0,1,1417600595428261.0,100001037053553.0,"Maritza Magarin powerful dream. Theres a few possibilities. Unless your mother in waking life is dealing with end of life issues, the dream is most likely about something other than her death. If we go with the idea that all the characters in the dream are aspects of yourself...the dream may be about a change in your relationship with her. Death of old mother or mother roles. If your mother is changing in life...in decline mentally, or physically.....
..or if she was a difficult mother and you are finally able to release her from that ""superior"" role....these are possibilities. Perhaps if you are a mother and are choosing to be different with your children than your mother was with you...that too could be the symbolic death of your mother. Essentially its about a change. The end of old. Beginning of new.",2022-05-07 21:42:06,268,165
103,100000351961930,"Looking for advice from active dreamers who go through a period of dreamless nights or forget dreams by morning. I am a vivid dreamer, but lately, haven’t been recalling my dreams like I used to. I love the connection and insight I get from dreams… What has helped you during these times? ✨🌚",2022-05-07 19:35:50,1.0,1,1417578955430425.0,100000181025435.0,Same for me. I’ll get great dreams for a week and then not much at all for a week. For me I think it has to do with waking up really early for work. I do better when I can wake up on my own and not have to rush around. I have found that listening to the solfeggio frequencies was also pretty helpful. U can find them on YouTube.❤️,2022-05-07 20:42:07,60,77
106,100000903141994,"It just happened again…

I often wake up for no reason that I can tell, at 2:22 am. Checked the alarm and cameras, don’t have to use the restroom, nothing. Is there a significance to this? Thoughts?",2022-05-06 11:40:16,1.0,6,1416551702199817.0,1479852586.0,"Yes there is ,,,, between 2-3 the brain goes into a diff level of sleep , level of dreams and nightmares (deep sleep) so your spirit wakes you to protect you",2022-05-06 00:00:00,46,36
107,100000903141994,"It just happened again…

I often wake up for no reason that I can tell, at 2:22 am. Checked the alarm and cameras, don’t have to use the restroom, nothing. Is there a significance to this? Thoughts?",2022-05-06 11:40:16,1.0,6,1416589855529335.0,100001986332597.0,Happens to me all the time with 11:24 it can be am or pm. I just randomly look and there it is.,2022-05-06 00:00:00,46,24
108,100000903141994,"It just happened again…

I often wake up for no reason that I can tell, at 2:22 am. Checked the alarm and cameras, don’t have to use the restroom, nothing. Is there a significance to this? Thoughts?",2022-05-06 11:40:16,1.0,6,1416695605518760.0,75401337.0,my time is 9:11...how do you think this makes me feel.,2022-05-06 00:00:00,46,14
109,100000903141994,"It just happened again…

I often wake up for no reason that I can tell, at 2:22 am. Checked the alarm and cameras, don’t have to use the restroom, nothing. Is there a significance to this? Thoughts?",2022-05-06 11:40:16,1.0,6,1417027492152238.0,100015560437209.0,"I was just discussing this today, every night this week I've woken up at 3:33am, and do so quite often. Sometimes it's from hearing a noise or waking up from a strange dream, sometimes I just need to go to the bathroom. But every time I look it's always 3:33",2022-05-06 00:00:00,46,58
110,100000903141994,"It just happened again…

I often wake up for no reason that I can tell, at 2:22 am. Checked the alarm and cameras, don’t have to use the restroom, nothing. Is there a significance to this? Thoughts?",2022-05-06 11:40:16,1.0,6,1417490378772616.0,1721451638.0,"A friend of mine woke up at 2:22 followed by sleep paralysis so often she removed the clock from her room. It can be a prelude to spiritual awakening, of if you're not so lucky, psychosis.",2022-05-07 18:42:14,46,41
111,100062384150996,"Thank you for accepting me into this group :’)
I have been having weird / horrible dreams lately and it’s giving me more anxiety than ever before. Hopefully someone can help interpret it for me?

2 weeks ago I dreamt I remarried my husband but it was an all black wedding my wedding dress was black I didn’t see anyone else but him not sure what that would mean but I felt uneasy about it.

The next week I dreamt my 2 year old lost her top front tooth I couldn’t remember the details but that same night my 8 year old dreamt she had stitches.

Last night finally I dreamt of discovering a snake in cage it was red and it had a beak (weird) it didn’t seem to attack me or anything but I felt uneasy and I eventually woke up afterwards.

Is it me? My stress or anxiety?
I have looked online for answers to hopefully see if someone can interpret what it means 😞",2022-05-06 19:55:48,0.0,2,1417352828786371.0,100002316665692.0,"Hi, I’m not a psychologist but I do study logic/theory + spirituality and sacred geometry.

1.) the ‘black wedding’ seems to be a passing, or some sort of afterlife meeting, like either you both met again in the afterlife or were accepting some sort of unchangeable loss/
experience.

2.) They’re close in age (fairly), probably were older or in their eternal/
spiritual form in their dreams and fought each other, or they fought as adults in their dreams lowkey LOL

3.) Since nothing else logically makes sense imma assume this is the brain connecting random uneventful things you saw and fused in your subconscious. You may have watched an animal documentary or compilation, and your psyche pieced together a snake, bird, and cage for a pet (these details are all animal related, so that at least connects).",2022-05-07 00:00:00,187,166
112,100062384150996,"Thank you for accepting me into this group :’)
I have been having weird / horrible dreams lately and it’s giving me more anxiety than ever before. Hopefully someone can help interpret it for me?

2 weeks ago I dreamt I remarried my husband but it was an all black wedding my wedding dress was black I didn’t see anyone else but him not sure what that would mean but I felt uneasy about it.

The next week I dreamt my 2 year old lost her top front tooth I couldn’t remember the details but that same night my 8 year old dreamt she had stitches.

Last night finally I dreamt of discovering a snake in cage it was red and it had a beak (weird) it didn’t seem to attack me or anything but I felt uneasy and I eventually woke up afterwards.

Is it me? My stress or anxiety?
I have looked online for answers to hopefully see if someone can interpret what it means 😞",2022-05-06 19:55:48,0.0,2,1417482745440046.0,1317912160.0,Weddings can mean you are making a commitment to something. Since wedding is all black and you felt uneasy it can mean you are viewing this commitment as potentially bad. Your husband can be symbolizing something else like your logical side or even something you working. It doesn't necessarily mean anything about your relationship and probably has some other meaning. Two year old losing a tooth dream: it is natural for little kids to be losing teeth so I wonder what your feelings were about this. When we dream about losing our teeth as an adult it often has to do with feeling insecure about changes. A beaked red snake in a cage might have something to do with feing like you're holding back expressing anger but it's really difficult to say without more details as snakes can represent so many things and so can colors.,2022-05-07 17:42:17,187,157
114,100061087834672,"Meaning of a reoccurring setting in my dreams? I’m almost always in a school. But I’m always late, forgot my material, lost, can’t find the right class, etc.. just always lacking.
Only once did I dream that the school I was in caught fire and I went back in and saved multiple people.
Thanks!",2022-05-07 05:06:45,0.0,3,1416981018823552.0,780839497.0,"As a school setting I usually frame the rest of the dream sround a theme of a life lesson being learnt.

So being late is kind of like its about time your facing up to this, probably not the first time you faced the circumstances but your finally not just ignoring and moving on but taking note of your role in whatevers going on and adapting to stop having to repeat the situation in future.

Forgetting your material I'd see more like you are unprepared to take on this lesson properly, like you need to learn something else first or need to use certain ""analytic tools"" to understand that you arent willing or comfortable eith to use.

But thats all generalisation,
and dreams are subjective so highly variable.",2022-05-06 00:00:00,70,138
115,100061087834672,"Meaning of a reoccurring setting in my dreams? I’m almost always in a school. But I’m always late, forgot my material, lost, can’t find the right class, etc.. just always lacking.
Only once did I dream that the school I was in caught fire and I went back in and saved multiple people.
Thanks!",2022-05-07 05:06:45,0.0,3,1417000962154891.0,100012580902500.0,"I have these dreams occasionally myself. You would think it would have to do with learning something since the location is school. But I always have trouble relating it to something in my life. I am always learning stuff but it never seems like the dream relates. Sometimes I can't find the classroom which you would think would mean I can't figure out where to go to learn what I need to learn. But I don't ever feel that way. And sometimes I can't get in my locker or find my locker to get to my books which you would think would mean I don't have access to learning materials on the topic, but that's not the case either. So I have no idea. Maybe it is the feeling that is most important. I feel, like you said - lost, unsure of where I'm going. Maybe it just means that.",2022-05-06 00:00:00,70,171
116,100061087834672,"Meaning of a reoccurring setting in my dreams? I’m almost always in a school. But I’m always late, forgot my material, lost, can’t find the right class, etc.. just always lacking.
Only once did I dream that the school I was in caught fire and I went back in and saved multiple people.
Thanks!",2022-05-07 05:06:45,0.0,3,1417436992111288.0,8645530.0,Perhaps you feel you aren't learning the lesson thatkeeps cropping up in your life? Maybe you still need to make changes in habits or being more prepared in certain areas of your life? What goals have you set or determined but perhaps aren't reaching just yet? I've been there before my friend! Many times. Are you a teacher? Do you feel inadequate in educating yourself or others in any way?,2022-05-07 16:42:21,70,80
