,user_id,post_text,post_time,likes,comments,comment_id,commenter_id,comment_text,comment_time,length_post,length_comment
181,520001791.0,"Hello everyone (that is such a JP thing to say lol), so I've been taking this drug called Lyrica for my chronic nerve pain and it is renonwed for causing wild and wonderful dreams. The funny thing is my mother is on it too.
We have this morning ritual where we wake up and text each other all about the most fantastical dreams we've just had. They honestly go on and on and are fascinating. A pretty nice thing to do over our morning coffee.
I also just bought a dream journal ealier this year because I had planned to start delving into my dreams more and looking for patterns and meanings, etc.
However, I'm wondering if a drug-induced dream is a realistic representation of my life and what I'm going through... and whether I should only really be looking at the dreams when I'm in a more natural state?
What do you think? If only Carl Jung were here to ask lol",04-02-2022 22:24,7.0,8,963778000000000.0,100010000000000.0,"Drug altered dreams, imo, can give you useful insights. However, I would be careful in self analyzing any dream, particularly dreams affected by chemical use. I'm not sure what your dreams are like, but sometimes a purple dog is just a purple dog, not a metaphor for anything else",28-01-2022 11:20,182,58
183,520001791.0,"Hello everyone (that is such a JP thing to say lol), so I've been taking this drug called Lyrica for my chronic nerve pain and it is renonwed for causing wild and wonderful dreams. The funny thing is my mother is on it too.
We have this morning ritual where we wake up and text each other all about the most fantastical dreams we've just had. They honestly go on and on and are fascinating. A pretty nice thing to do over our morning coffee.
I also just bought a dream journal ealier this year because I had planned to start delving into my dreams more and looking for patterns and meanings, etc.
However, I'm wondering if a drug-induced dream is a realistic representation of my life and what I'm going through... and whether I should only really be looking at the dreams when I'm in a more natural state?
What do you think? If only Carl Jung were here to ask lol",04-02-2022 22:24,7.0,8,963779000000000.0,100010000000000.0,"It may be useful, if possible, to go off of the medication for a while to see how your dreams change. I know in my unaltered state, my dreams can be quite vivid and ""wild"" from time to time.",28-01-2022 11:20,182,46
184,520001791.0,"Hello everyone (that is such a JP thing to say lol), so I've been taking this drug called Lyrica for my chronic nerve pain and it is renonwed for causing wild and wonderful dreams. The funny thing is my mother is on it too.
We have this morning ritual where we wake up and text each other all about the most fantastical dreams we've just had. They honestly go on and on and are fascinating. A pretty nice thing to do over our morning coffee.
I also just bought a dream journal ealier this year because I had planned to start delving into my dreams more and looking for patterns and meanings, etc.
However, I'm wondering if a drug-induced dream is a realistic representation of my life and what I'm going through... and whether I should only really be looking at the dreams when I'm in a more natural state?
What do you think? If only Carl Jung were here to ask lol",04-02-2022 22:24,7.0,8,963782000000000.0,533758795.0,"I guess you can write them as poetic material or writing excercises, or a dream journal with no pretention whatsoever (another JP thing to say xD). As they say up there, taking them seriously may not be the way to go.",28-01-2022 11:20,182,47
185,520001791.0,"Hello everyone (that is such a JP thing to say lol), so I've been taking this drug called Lyrica for my chronic nerve pain and it is renonwed for causing wild and wonderful dreams. The funny thing is my mother is on it too.
We have this morning ritual where we wake up and text each other all about the most fantastical dreams we've just had. They honestly go on and on and are fascinating. A pretty nice thing to do over our morning coffee.
I also just bought a dream journal ealier this year because I had planned to start delving into my dreams more and looking for patterns and meanings, etc.
However, I'm wondering if a drug-induced dream is a realistic representation of my life and what I'm going through... and whether I should only really be looking at the dreams when I'm in a more natural state?
What do you think? If only Carl Jung were here to ask lol",04-02-2022 22:24,7.0,8,963783000000000.0,100011000000000.0,"Lyrica is THE worst drug for nerve pain. Or any pain! Iwas on it after a serious crash. It stalls the responses in your brain.. your synapses.. electric responses. If ya can't form synapses..basis
structure..what
the fuck??",28-01-2022 11:20,182,50
190,520001791.0,"Hello everyone (that is such a JP thing to say lol), so I've been taking this drug called Lyrica for my chronic nerve pain and it is renonwed for causing wild and wonderful dreams. The funny thing is my mother is on it too.
We have this morning ritual where we wake up and text each other all about the most fantastical dreams we've just had. They honestly go on and on and are fascinating. A pretty nice thing to do over our morning coffee.
I also just bought a dream journal ealier this year because I had planned to start delving into my dreams more and looking for patterns and meanings, etc.
However, I'm wondering if a drug-induced dream is a realistic representation of my life and what I'm going through... and whether I should only really be looking at the dreams when I'm in a more natural state?
What do you think? If only Carl Jung were here to ask lol",04-02-2022 22:24,7.0,8,963789000000000.0,1549343059.0,"I was put on prednisone a few years ago for bronchitis that wouldn’t go away. I had 3 dreams of Alec Baldwin. Everyone tread lightly around him in the dream, my dog who had passed away a few years prior was also with me. I have oddball regular dreams but prednisone, man……LOL! I can’t imagine what it would be like on Lyrica!",28-01-2022 11:20,182,73
205,1452743478.0,I recorded a four and a half minute clip from the JRE podcast #1070 with Jordan B Peterson originally recorded in the beginning of 2018. (roughly the 1hour and 58 minute mark if you are seeking a better quality video) Quite succinctly showcasing the absolute monster that he really is. None whatsoever. I'd love it if this clip was shared around because it shows that his agenda is purely just harmony. The idea of famine thinking. There is plenty of potential to go around.,01-02-2022 07:21,86.0,7,961746000000000.0,1180007531.0,"Jordan your a good soul. God is smiling on you. May. You continue your journey fulfilling your goals. The result is the world will be a better place . Your friend Rogan is also a good man. You are both more spiritual than you realize. May God continue to grant you both the Holy Spirit in abundance. May it embrace your every being. Love you both , my brother's. May you both continue your journeys. I am constantly learning more about topics and myself as a result of listening the topics you present and discuss. Bravo!",28-01-2022 11:21,94,109
208,1452743478.0,I recorded a four and a half minute clip from the JRE podcast #1070 with Jordan B Peterson originally recorded in the beginning of 2018. (roughly the 1hour and 58 minute mark if you are seeking a better quality video) Quite succinctly showcasing the absolute monster that he really is. None whatsoever. I'd love it if this clip was shared around because it shows that his agenda is purely just harmony. The idea of famine thinking. There is plenty of potential to go around.,01-02-2022 07:21,86.0,7,961950000000000.0,100002000000000.0,"God bless Dr Peterson. I loved the story abt the old testament moses abt the snake attacking the Israelites n how God commanded moses to form the image of a snake on a staff n who ever looks at it would be protected. This was beaitifull explained by him, when we look face our fears we become stronger",28-01-2022 11:21,94,61
210,1452743478.0,I recorded a four and a half minute clip from the JRE podcast #1070 with Jordan B Peterson originally recorded in the beginning of 2018. (roughly the 1hour and 58 minute mark if you are seeking a better quality video) Quite succinctly showcasing the absolute monster that he really is. None whatsoever. I'd love it if this clip was shared around because it shows that his agenda is purely just harmony. The idea of famine thinking. There is plenty of potential to go around.,01-02-2022 07:21,86.0,7,962271000000000.0,621488738.0,"Also as a side note .. I am a skateboarder and used to do it professionally and run a shop. When I shared a video of him speaking on not interfering with people skateboarding it was spread like wildfire via Facebook/
Instagram shares . It was likely that most everyone had not had their perception of him shaped by the media yet , and everyone was ABSOLUTELY stoked that someone from academia was able to represent the actual lifeblood of what makes skateboarding so fulfilling for us lifers (you know you’re a lifer as early as a year into it) and communicate effectively what it means to just want it with your heart. Just a little comment on how he is perceived when folks haven’t been exposed to the preconditioning
that’s usually standard for media outlets.",28-01-2022 11:21,94,147
215,706985939.0,"Blue jays are noted for their raucous, loud, incessant chatter..or squabbling? .Perhaps, blue jays showing up in the tile work about a year and a half ago when hubby was dying is about ...self talk ...other talk? culture talk? blather? Self talk ... such as ""..i can get through this ..."". ... other talk ...hubby telling me ..""God will get you through this"". but i didnt want to hear that either ... so is this other talk or self talk? the Jay's blue makes a haze across her eyes ...can she even see straight through that? Are those eyes resigned or just plain tired? And will that Blujay of grief ever shut up?",01-02-2022 10:25,1.0,1,961933000000000.0,835343745.0,"the eye of the bird lined up with her eye, the other eye lined up with the point of the beak

bird turned, looking over its shoulder as though it's laying claim to her -""She's mine!""

already blending together

any approach will be met with resistance

the unobscured eye shows resignation",28-01-2022 11:21,139,59
219,636344861.0,"13/6/21

Broken Escalator, Indian Store

I am walking around a dilapidated city. It is an urban area. There are bridges here and there, I walk around - supposedly using a map. Not too sure. I end up having navigated myself at a store which contains carpets and other antique looking things. It seems to be an Indian store that sells carpets and furnishings. I go to the end of the store, where the receptionist walks me through, she presents with her hands from the back of the store the view of the whole store into the front. Above me there is a broken escalator which captures my attention, I then look up and notice to my surprise that there are people up there but there is no way to enter the second level of this furnishing store. I then leave the store and walk into a shop that is selling religious photos of Krishna and Radha used for decorating altars.",18-01-2022 15:43,2.0,1,954205000000000.0,1233063635.0,"There's a lot of layers in this dream. I'll just tell you what I think the symbols reference.
Dilapidated: not taken care of, unhealthy, worn out. (Buildings typically reference the self).
Carpeting: something that covers something, like possibly feelings, emotions.
Antiques: something from the past.
Broken escalator going up: a means to get to a 'higher' level isn't working.
The other people on the higher floor represent different aspects of your personality, character. In other words, something is holding you back, and likely something from the past.
* When I say, ""you"", I mean that in general terms, not the OP directly.",28-01-2022 11:21,174,134
223,1074877703.0,"Recently I've been experiencing a weird phenomenon. I have very vivid dreams once every two or three nights, that are either reiterations of old, repeating dreams I used to have a long, long time ago, or are set in one of the past stages of my life.

The content of the dreams itself is not what is weird to me, but what I'm confused by is that several times a week I have a dream that is completely and perfectly set in one of the past stages of my life. I had two dreams that were entirely set in my childhood home, with all the people appearing in the dream being consistent with that time of my life, and a perfectly consistent story too. Then I'd have one set at school, then at highschool, then at one of appartments I used to live in with an ex girlfriend. Some of them are copies of repeating dreams I used to have, some of the scenarios seem new. Almost each time I have them, I wake up completely confused, kind of panicked, still mentally in the time period I dreamed about, and I need a minute to remember that I now live in a completely different place, I have a wife, a kid, a job etc.

Of course I realize that dreaming about the past is nothing unusual, but I never experienced such sudden onset and frequency of dreams that almost teleport me to the past. As I said, what's unusual about the dreams is that they kind of encapsulate the time period they're set in - so, for example, my wife doesn't appear in a dream that happens during my college days, back when we did not know each other (which wouldn't be an unusual cross-over in many of my ""regular"" past-set dreams).

I feel like some long inactive neural connections in my brain started firing off suddenly, and I don't know what's the reason, and therefore I'm not sure if it's a good or a bad thing. I have no idea why this is happening right now. I'd expect this kind of thing to be triggered by some stressful events, or some subconscious anxiety, but honestly even though I carry more responsibility than ever before in my life, I've also never been so ""happy"" and ""on track"" in my life.

Did anyone else experience something like this? Googling this phenomenon did not yield any interesting results.",20-12-2021 14:29,5.0,4,937592000000000.0,1721451638.0,"Not experienced anything quite like this, nor heard of anything like it either that I can recall, oddly.

It might be worthwhile, having noted the general narrative/
timeline theme, to focus on some details across the set of dreams you're relating together to see if you can narrow down on what it is they're driving at more specifically, which might explain something about 'why' the series.",28-12-2021 11:21,468,76
224,1074877703.0,"Recently I've been experiencing a weird phenomenon. I have very vivid dreams once every two or three nights, that are either reiterations of old, repeating dreams I used to have a long, long time ago, or are set in one of the past stages of my life.

The content of the dreams itself is not what is weird to me, but what I'm confused by is that several times a week I have a dream that is completely and perfectly set in one of the past stages of my life. I had two dreams that were entirely set in my childhood home, with all the people appearing in the dream being consistent with that time of my life, and a perfectly consistent story too. Then I'd have one set at school, then at highschool, then at one of appartments I used to live in with an ex girlfriend. Some of them are copies of repeating dreams I used to have, some of the scenarios seem new. Almost each time I have them, I wake up completely confused, kind of panicked, still mentally in the time period I dreamed about, and I need a minute to remember that I now live in a completely different place, I have a wife, a kid, a job etc.

Of course I realize that dreaming about the past is nothing unusual, but I never experienced such sudden onset and frequency of dreams that almost teleport me to the past. As I said, what's unusual about the dreams is that they kind of encapsulate the time period they're set in - so, for example, my wife doesn't appear in a dream that happens during my college days, back when we did not know each other (which wouldn't be an unusual cross-over in many of my ""regular"" past-set dreams).

I feel like some long inactive neural connections in my brain started firing off suddenly, and I don't know what's the reason, and therefore I'm not sure if it's a good or a bad thing. I have no idea why this is happening right now. I'd expect this kind of thing to be triggered by some stressful events, or some subconscious anxiety, but honestly even though I carry more responsibility than ever before in my life, I've also never been so ""happy"" and ""on track"" in my life.

Did anyone else experience something like this? Googling this phenomenon did not yield any interesting results.",20-12-2021 14:29,5.0,4,937607000000000.0,100042000000000.0,"It's likely that part of you still resides in that period. I used to have something similar, I would dream about a 1yr time period of my life where I was living abroad.",28-12-2021 11:21,468,37
