,user_id,post_text,post_time,likes,comments,comment_id,commenter_id,comment_text,comment_time,length_post,length_comment,background_info,wakeup_state
495,100022000000000,"I was about to be arrested and convicted for unintentionally killing 21 people. I may have been getting ready to turn myself in, or maybe I just knew I was going to be taken in. I was talking to my mother about it, and it seems no one else was present at the time of this vivid and clearly remembered part. I was saying ""I killed 21 people. 21 People! Even if it was an accident, don't you think I should pay?!?! I should go in for negligence or SOMETHING!"" And my mother was just looking at me like she was worked up but didn't know what to say. I got the feeling that she was thinking I shouldn't be punished, that I should find a way out of it, and I was making my case that my mistake should be punished. I awoke feeling appalled and guilty, but strong and determined and posessed by truth as well.",04-08-2021 03:18,0,4,855575000000000,5248331,Are you by chance 21 years old? Maybe its guilt about how you feel you used or misused your life? What about gambling? Your feelings toward the game blackjack. Guilt about wasting money? 21 is the drinking age. Do you feel guilt over having misused alcohol?,28-07-2021 11:27,296,53,"I am not a doctor or anything like that, and nor is my mother. My mother is generally an aggressively righteous woman, who is quick to threaten someone who is acting immorally, maliciously, or unjustly. I myself am much less confrontational, but any wrongs I commit tend to eat me alive.",
503,100022000000000,"I was about to be arrested and convicted for unintentionally killing 21 people. I may have been getting ready to turn myself in, or maybe I just knew I was going to be taken in. I was talking to my mother about it, and it seems no one else was present at the time of this vivid and clearly remembered part. I was saying ""I killed 21 people. 21 People! Even if it was an accident, don't you think I should pay?!?! I should go in for negligence or SOMETHING!"" And my mother was just looking at me like she was worked up but didn't know what to say. I got the feeling that she was thinking I shouldn't be punished, that I should find a way out of it, and I was making my case that my mistake should be punished. I awoke feeling appalled and guilty, but strong and determined and posessed by truth as well.",04-08-2021 03:18,0,4,860770000000000,100001000000000,"21 seems significant. I see 21 as a name or description of you. Concerning the use of a number in reference to a name I quickly think of James Bond 007. Or the series “get smart” I think their numbers were 99 and 86. Some times the lady 86 would refer to 99 as Max. But when it was more serious she changed to his number, 99 same as James Bond, he was called James by his female counterparts but 007 referred to his special self. In a similar way your dream is referring to you as 21. To you 21 is significant and also represents a time of growing in your life. Now that you’re 30 you look back at yourself as 21 and realize that time could have been better and needed to be changed, in real life you do set out to change from 21 to 30. Your dream conveys this to you as stopping that life and bringing it all to an end “I dreamed that I was about to be arrested and convicted” Normally after growing through to adult hood we would move on to the next stage of our life but in your case 21 needs to go before you can move on. For this to happen you need to be arrested that is in some way taken in to custody.. pulled up in some way and then having been pulled up then convicted about 21 and what it means to you. Once you’ve been “convicted” in your heart you can get on with it to a new start in life. You sort of know you need to do something because you say to yourself “I may have been getting ready to turn myself in” so there is thought and preparation involved about what you see as 21. You don’t really want to kill 21 because that’s who you are and neither does your mother. However you realize that you need to kill 21 because now you have a conviction in your heart that 21 needs to go so that you don’t need to be in this position at 30. You say you were in a position of “unintentionally” killing 21 people. Perhaps you were happy to continue your life as 21 until you were arrested and convicted in your heart that 21 needs to die/go. This is very similar to the language of God, because that’s exactly what the holy spiritual does he arrests us that is stop us from continuing on in a harmful way then having stopped us then works in our heart to convict us that we are wrong.",28-07-2021 11:27,296,732,"I am not a doctor or anything like that, and nor is my mother. My mother is generally an aggressively righteous woman, who is quick to threaten someone who is acting immorally, maliciously, or unjustly. I myself am much less confrontational, but any wrongs I commit tend to eat me alive.",
508,1721451638,"I work from home currently, started early and at the end of the day, slightly before I should have finished work, I feel asleep for a short while. Bad skills, I know. A recall fragment of the end of a dream, standing in my childhood kitchen, with my mum, maybe also my older sister, them claiming that I basically owe someone parts of a clock that I've yet to give back. I said I didn't know anything about a clock, or having parts of someone else's clock, I felt they were frustrated at me, and since they wouldn't elaborate what parts, of what clock, or whose, it also lightly irritated me, too.",03-08-2021 01:00,2,2,854816000000000,653321673,"Owing someone parts of a clock does sound like a reference to feeling like you owe them time. I had a dream once where I flew across the length of an attic. When I got to the end, instead of flying through the wall and outside, I was back at the beginning again. As I tried to fly out this kept happening. Then I noticed the objects in the attic were changing and I was going back in time. I flew out the top of the roof to get out and enjoyed a dream in the 1800's.  Another reference to time was a dream I had where a train was moving so fast it began to appear in slow motion. There was a grandfathers clock and an interesting man in the train standing next to the clock. Everything was slowed down but gravity was still changed by the speed. One more. A child on a swing moved oit fo the wall and back into the wall like the pendulum of a clock. To me it represented going between the waking consciousness and dream time.",28-07-2021 11:27,530,199,,
518,100017000000000,"I had a dream last night. I was leading a large group of men to a door. Everyone is wearing dark suits with white ties. I knock three times. An older man with a beard opens the door and lets me in. We sit down opposite each other at a quadratic black table. The floor is like a chess board. Behind it, and the host, is a black staircase that goes up, and towards the left. Between us, to his right, sits a little girl in a white dress. Her task is to ask me questions to prove my innocence, before I am let in.",20-07-2021 23:49,3,3,847102000000000,100000000000000,"I do believe this is made up, because it sounds to good to be true 😂😂😂 that is the old wise man, that is the anima, the stairs most likely is you coming out of the darkness",28-07-2021 11:27,121,40,,
525,1721451638,"I was at a beach, and there was an odd looking vehicle a bit like a tractor with its large back wheels, except this vehicle had no visible wheels at the front, and even larger rear wheels. I was aware that it was once above the sea level, on the sandy banks of the beach, but time had passed and I then witnessed it submerged just below the surface of the sea. I saw some people disappear below the water level and apparently get into the cabin, when it then rapidly, with unusual speed power and ease, reversed out of where it was submerged sunken in the sand offshore, back up onto the high sandy banks of the beach. Then this event was set back in time, ready to replay again, only with myself as an active participant in it, needing to prepare to do what I'd seen the people do - get into the cabin, and get the vehicle back out the sea onto the steep, sandy banks of the beach. There were a couple of odd scenes that were never seen or featured when I witnessed the first overview of events initially, I had a one half of a plastic clip like that found on a backpack or luggage (pictured), partly broken, which was presumably attached to the vehicle at one end, that I connected to the other half of the clip presumably attached to the sandy bank, one of the actual plastic clips was broken but I connected it to the other half precariously. I recall mentioning how seemingly ridiculous this feeble link was for the job at hand. Then, equally absurdly, I was handling some thin string which again might've been attached to the clip, which I was threading onto something fixed on the bank on the beach. Then was a sense of time urgency, and I along with a few others were standing atop the steep sandy banks of the beach, preparing to head to the sunken vehicle, submerge ourselves in the cold ocean and enter the cabin before getting the vehicle out from beneath the sea, where it was stuck deep into the sand, submerged. We were putting on wetsuits. I asked another ""do I need to take my top off?"" before putting on the wetsuit, ""yes"". Putting my arm into the sleeve of the suit I noticed just how thick the material was, several inches thick, enough to keep me from being shocked from the cold ocean temperature, so thick I might not even notice the temperature change at all.",11-07-2021 09:32,2,5,841696000000000,653321673,"The beach being a place of opportunity (the ocean is like the horizon of opportunity where dreams emerge). The scene shows of a vehicle (means to opportunity) repeatedly gets submerged in the sea (stuck in the dreams) but others are there to navigate it out. The wheels on the back suggest going backwards to get it out. As if the natural process would be to be submerged in dreams and the effort would be to go backwards to get out (go back into the past)? You see this and it seems to happen repeatedly. But this time you are acting it out too. It seems impossible; the connection to pull the ""means"" (vehicle) from the ocean (of dreams) is broken(the luggage clip broken) and feeble (the string is thin), but you have the support of others who seem to have done this before and they show you what to wear so that the whole process isn't shocking. (the wetsuit). You also mention another dream of a small building with sunny countryside with pottery and crafts. Which seems relaxing and nice. Perhaps something that could be obtained if you initiate the efforts to get the means going by utilizing group support.",28-06-2021 11:27,652,251,"I had this dream after I'd already woken once, my sleeping pattern has been terrible this last year. Dreams I recall tend to occur in this time of light, broken sleep, somewhere between sleep and wake.",
527,1721451638,"I was at a beach, and there was an odd looking vehicle a bit like a tractor with its large back wheels, except this vehicle had no visible wheels at the front, and even larger rear wheels. I was aware that it was once above the sea level, on the sandy banks of the beach, but time had passed and I then witnessed it submerged just below the surface of the sea. I saw some people disappear below the water level and apparently get into the cabin, when it then rapidly, with unusual speed power and ease, reversed out of where it was submerged sunken in the sand offshore, back up onto the high sandy banks of the beach. Then this event was set back in time, ready to replay again, only with myself as an active participant in it, needing to prepare to do what I'd seen the people do - get into the cabin, and get the vehicle back out the sea onto the steep, sandy banks of the beach. There were a couple of odd scenes that were never seen or featured when I witnessed the first overview of events initially, I had a one half of a plastic clip like that found on a backpack or luggage (pictured), partly broken, which was presumably attached to the vehicle at one end, that I connected to the other half of the clip presumably attached to the sandy bank, one of the actual plastic clips was broken but I connected it to the other half precariously. I recall mentioning how seemingly ridiculous this feeble link was for the job at hand. Then, equally absurdly, I was handling some thin string which again might've been attached to the clip, which I was threading onto something fixed on the bank on the beach. Then was a sense of time urgency, and I along with a few others were standing atop the steep sandy banks of the beach, preparing to head to the sunken vehicle, submerge ourselves in the cold ocean and enter the cabin before getting the vehicle out from beneath the sea, where it was stuck deep into the sand, submerged. We were putting on wetsuits. I asked another ""do I need to take my top off?"" before putting on the wetsuit, ""yes"". Putting my arm into the sleeve of the suit I noticed just how thick the material was, several inches thick, enough to keep me from being shocked from the cold ocean temperature, so thick I might not even notice the temperature change at all.",11-07-2021 09:32,2,5,844542000000000,100001000000000,"The Tractor.: Maybe your conscience? It has no front wheels therefore it’s designed not to steer to the left or the right just forward and reverse and keep you on tracks d give you great traction. The 2 functions may simply be right wrong? The large wheels enable traction for daily life when applied daily. At the first the Tractor is anchored on solid ground by the sea (sub conscience) the tractor was originally above sea level where the conscience is supposed to be to help us out with our daily living to make good decisions on a daily basis. But over time time we notice the tractor has become submerged. What caused the tractor to get submerged? If the tractor is the conscience then it has a daily function to help us get through each day providing traction for our daily work? Then at night it rests as we sleep and the sub conscience takes over. This cycle is performed on a daily basis just like the sea. The sea also has a daily rhythm, the tide goes out the tide comes in each day. If the tractor is your conscience but not been in operation because of other activities then it will slowly cease to function. The tractor is anchored to the bank with a quick release clip so as to enable it to be unhitched with ease each day to drive into the sea and face the day? Then when the tide goes out again you simply reverse yourself back up onto the bank and rest until tomorrow till the new day begins and start all over again? But why is your tractor submerged? Again, if the tractor is your conscience it may well be you have neglected to come out and face some of your new days thus leaving your tractor anchored in the one place on the beach? It’s possible that the forces of nature of life itself have altered the mean level of the normal level of your tidal activity thereby flooding your tractor when not in use? When the tractor is in daily use we can be aware of the rising tide each day and make the appropriate adjustments of how far back you need to park it so that it doesn’t submerge when you awake ready for a new day? Having been neglected for some time (time passed) perhaps living in the past the tide has simply crept up on you because as you say yourself you’ve been “sleeping a lot lately) This sleeping may be a distraction causing you to miss the daily tides? The tractor needs to be above sea level not under it. You need it to sort through your daily life and of a night when the tide goes out your sub conscience will continue to assist you as you sleep? You can’t have the tractor submerged.This has happened before but you’ve seen what other people have done when this happens, they (perhaps your maintenance crew simply go in and perhaps give your tractor an overhaul so it can get started again. This may be seen as a wake up call to wake you up a bit? Once the machine has been serviced and running again it’s time for you to reverse it back to saftey up on the new tidal mark on the bank and as a safety precaution you might anchor it off until tomorrow comes when it is nice and rested waiting for the new and rising tide of the new day? This must be repeated daily. Once you miss a few tides you are then in danger of being submerged again.
The distraction that caused you to allow the Tractor to get submerged: Just a guess here but it’s possible that you’ve been spending a lot of time on your “dream life” the place is “idyllic” that is it seems perfect for you away from the daily rough and tumble of the sea? The place itself is in the countryside with a small building housing various crafts and pottery and it’s nice and sunny convenient to assist with the pottery? Here we possibly see the other end of your spectrum? On one hand the daily tides of life with the big decisions you need to make each day just to get through then on the other hand an ideal place in the country where you can sleep to your hearts content and be creative with your crafts and pottery in the sunny countryside. This setting is idyllic and well suited to you because the crafts relax you and you must feel at peace with yourself in this ideal setting (no big tractor here no big decisions) this idyllic place is so peaceful for you that it has caused you to sleep too much, loosing time away from the real world possibly because you may need a certain amount of rest in your life.
The plastic clip: This is a quick release mechanism designed to be secured and unsecured with ease. The original old tractors had their implements bolted on and it was hard going to change them so they just left them on rendering the use of the tractor to only one job. Then came the 3 point Linkage set up, then what is called the quick hitch set up which allowed the operator to change the function of the tractor very quickly making it a more versatile peice of equipment all because of the quick hitch system. So to we see your quick hitch system in the plastic clip? I’m still trying to figure this out but even as you yourself have noticed that the plastic clip and piece of string is far too feeble to hold back the big tractor? I’m just wondering about the crafts and pottery, what they represent to you? This idyllic project seems to have the effect of at least trying to anchor your tractor from moving sometimes? Your distraction may be seen as in the string as your attachment to your crafts using it to anchor your conscience to save it from entering the new day and making the decisions needed to get through the day in other words it gives the conscience a break, a rest. Even though the tractor is very powerful and provides all the traction we need to get through each day it still needs to be used, it cannot be neglected. The plastic clip and piece of string may be your connection to your very relaxing crafts and pottery and as we realise is not strong enough to stop the tractor from becoming submerged should the rising tide come in higher than the average? It does provide great traction for life only when it is in operation each day? It’s possible your dream is showing you about balance by showing you how easy it is to disengage from one part of your life so that you don’t suffer loss in another part of your life??? If this is so then your dream is asking you to keep and eye on the daily tides and be prepared for them each day when they come in. Also not to over indulge in the idyllic sunny countryside when you get too much relaxation and fall asleep??? Eves comments on the wetsuit to keep you from getting too much of a shock when you decide to “ dive in” and retrieve your tractor are great.
The clip and the string: The string may represent your tie to crafts and art and is seen as your attempt to create a relaxing connection to anchor the tractor. The plastic quick release although manufactured from natural products has undergone a lot of change just like the new and modern quick hitch system for the tractor. This modern and clever little clip allows you to quickly change your needed connection to be appropriately involved in the changing rhythm of your days. The tractor can be used for many purposes when it connects the right implements. Your little plastic clip cannot always hold the tractor back. It’s designed to unclip as well but when the time is right quickly and effortlessly clip back up again.",28-06-2021 11:27,652,661,,
542,1721451638,"First, a scene involving a pedal bike, in working order though slightly haphazard condition, the chain nearly came off but didn't, oil was needed, vegetable oil was suggested. Next, my dad was fiddling with a newly rewired, large electrical box he'd constructed. I made a statement of it being 'the most complex for a simple operation', my dad replied that it was all good except 'occasionally doesn't work' at all. This I think was set in my childhood home, which has a workshop/studio room. Either my dad or myself commented on a cover of a plug socket being rather dirty, but on closer inspection the clear plastic cover which was semi translucent wasn't because it was dirty, but because it was the type of plastic which was glow in the dark when charged up by placing it near light first. For a good deal of time I was wandering around trying to find a light bulb to hold this piece of plastic near to see it glow, I never was able to find one. As I did, the small workshop room became a vast room the size of a large field with many people spread around the far perimeters engaged in a variety of very different activities. Next scene, I'm at a table, outside somewhere else, with my mum and several others sat around it. My mouth feels uncomfortable and I retrieve a selection of small brown beads threaded onto on strings from my mouth. My mum makes jewelry in real life, though unlike these beads, I say 'i haven't even seen these ones before'. A sour faced woman appeared and takes her place where I was sitting, I make a joking comment to the effect of it being okay for me to have stolen her place. She sits down, I stand beside the table. I look off to the side and see through the hedge a set of decorative stone stairs which look like an ancient oriental entrance to a temple. Then an oriental spiritual master of some sort with a dead pan expression arrives at the table and sits at the head. Then, outside again, in some different place, a town in England.. I look at a wall leading along the side of an alley which led to an opening to a street below, it has a sign pinned on part of it with some words I forget now. As I look at it it was like a sped up timelapse occurred and the sign weathered away, deteriorated, became illegible and disappeared. The passageway beside that wall then got covered over by buildings, I sensed the route/passage had been moved to the right somewhat, like I'd witnessed the development of a town layout change over time. I then find myself stood nearby beside my sister, still atop the slight hill in a town, I was standing in a slightly puffed up imposing way, again aware of beads in my mouth, fetching a few more up. Some people walked by, I recognised the voice of a rapper who I listened to years ago, he was rhyming aloud, I felt my mood change from my fake imposing demeanor to a happy interested one, the rapper walked on around the corner, and one of his crew, a tall guy said I should call him and get in touch.",10-07-2021 04:54,,1,841343000000000,1043123267,"There are a lot of details to consider here! I want to ponder a while, but my initial reaction is that there seems to be a transition from faulty ""constructed"" tech elements (bicycle, electrical box) to more decorative and artistic (beads, rap rhyme). I really get a connection between the beads in mouth and the rhyming rap...but can't quite articulate why right now other than that both are more expressive than ""practical"".",28-06-2021 11:28,757,89,,
543,100002000000000,"I was in a hospital. A female colleague of mine from real life was a nurse there. She was treating a patient who was very ill. When she saw me she immediately left him behind and took me down a corridor. I questioned if it was OK to interrupt his treatment. She said he would not be ok if left to his own devices. I told her to go back and save him before speaking to me. I could wait, but she refused. She continued to drag me towards a dark place. I wanted to go back and speak to that patient, and find out why he was left behind like that. My colleague stopped me, visibly worried. She said ""you donr want to find out such things. Better not"". She then proceeded to prepare a syringe, which she stuck in my neck. I panicked. Was she treating me, applying anesthesia or... Killing me? The third scenario was implied. While I was drifting away she said I would have to wait 7 days, afterwards she promises I would get better.",09-07-2021 01:25,2,5,840146000000000,1438562160,Could it be your animus destroying your male impulses? Do you have controlling women in your home or workplace or leftover emotions from a controlling mother maybe stifling your masculinity? If true it should be dealt with and after a recovery time you'll surpass this challenge.,28-06-2021 11:28,216,50,,
545,100002000000000,"I was in a hospital. A female colleague of mine from real life was a nurse there. She was treating a patient who was very ill. When she saw me she immediately left him behind and took me down a corridor. I questioned if it was OK to interrupt his treatment. She said he would not be ok if left to his own devices. I told her to go back and save him before speaking to me. I could wait, but she refused. She continued to drag me towards a dark place. I wanted to go back and speak to that patient, and find out why he was left behind like that. My colleague stopped me, visibly worried. She said ""you donr want to find out such things. Better not"". She then proceeded to prepare a syringe, which she stuck in my neck. I panicked. Was she treating me, applying anesthesia or... Killing me? The third scenario was implied. While I was drifting away she said I would have to wait 7 days, afterwards she promises I would get better.",09-07-2021 01:25,2,5,840245000000000,781199818,"Well, what does a nurse mean to you? The colleague? Hospital setting? Dying? Syringe? A nurse is caring job for others. Yet, you get special treatment for the price someone else is forgotten? Shame? Guilt? What is best to not know? Is there family trauma/secret, that needs to be addressed?",28-06-2021 11:28,216,64,,
561,100009000000000,"Last night I dreamed that me and a 3 others were sent to a jungle to kill a boa that had been killing the locals of a village. It was me, our guide, a woman, and a hunter. We found a cave to camp in as a home base for our operation and went searching for it. We searched for days but found nothing. The woman’s car had a camera on her trunk. One day as she was backing up, her car couldn’t move. All she saw in the back camera were two large glowing orbs. She came back to us with this information. The guide then proclaimed loudly “IT IS THE BOA!” Then he shapeshifted into the snake and tried to kill us.",29-06-2021 16:05,0,5,836396000000000,100001000000000,"The shape shifting guide! You have Hand picked an interesting team. Yourself on order to fix the problem. The guide who would be expected to be a native who should have the locals interests at heart a person who understands how they live in balance with the land. The woman who ends up using her female intuition to see into the spiritual realm to actually find the boa. The hunter who is possibly a hired professional who has skills to track the boa and although not mentioned but inferred he does do what he is hired to do when it becomes apparent who the real snake is. By using conventional methods your team failed to find the boa. It was the woman using the attached reversing camera to see the 2 orbs that eventually exposed the snake. Your team was going forward each day to hunt and track the boa with no success because the boa left no tracks in the jungle because he is a shape shifting spirit. The camera: Just as those wishing to find specific wildlife to make a documentary make use of a camera yogi d them, the likewise drives in reverse thereby using the camera mounted in her vehicle as a searchlight after she can’t gi any further she looks into the camera only to find the real boa, the native and harmless boa. Notice the words if the the guide who is a snake he exclaims loudly “IT IS THE BOA” these harmless boa are the true guardians and guides of the land. By using the camera she has proof that these harmless boa are different from a rogue snake. As a woman she senses that these orbs want to protect the environment to nurture their young as a woman protects and nurtured her young. her young. The boa is not a threat to humans in fact the boa is sometimes used in harmony with villages and communities etc to help rid them of too many rats and mice etc. The boa in your dream is said to have killed the villagers more than likely this boa is an introduced species, a hybrid when introduced to an area can be too much competition to the local species by taking all their food and ruining the local habitat similar to feral cats in Australia which wipe out all the local wildlife in this case it’s also disrupting the villagers as well because the economic balance upon the land and wildlife is disrupted by the introduced boa who out competes the wildlife which in turn has drastic effects upon the villagers.
The guide: A good guide would likely be a local,someone familiar with the villagers and the surrounding land. he would act on behalf of the villagers and the local wildlife by educating people like Richard Attenborough does. This guide is a snake that is disguised as a boa, notice of the orbs he calls them the boa but he changes his shape into a snake? They are both very different in their nature but up until now he has fooled the community into thinking it is the boa doing all the damage. This guide is not a native boa who represent no threat to the villagers he is the cause of them loosing their livelihoods. Being the guide he is supposed to understand the fine balance and harmony of nature with the villagers as they cohabit together. This boa behaves at odds to the native boa who keep the land clean of too many rats and mice without damaging the Environment which is good for the villagers. This introduced hybrid boa is the opposite in his behavior, looks like a boa but is a rogue snake. He takes advantage of this simple harmony that exists between the balanced community and the land and its inhabitants? he is selling them short. He acts like a guide but inside he is a snake, a hybrid snake, a feral snake, a wild snake without proper thought to the economic balance of nature. he has no qualms about selling his people out and when confronted, quickly changes shape to his true identity which of course is a feral snake,not a boa! I say feral because the boa does not represent a threat to man it is the other way around it is men who use their boa skin for bags etc. this snake is a feral snake who has ruined the habitat and the lively hood of the villagers. The orbs have not threatened the woman they have revealed themselves as the true guides of the land? When confronted with this revelation the false guide changes from a guide to a feral snake wanting to also kill the team because they have exposed him? At first he says they are the boa and then he turns into a snake. The orbs possibly the villagers and the boa are the true guides of the land who have looked after the land by their balanced lifestyle but now that balance is being ruined by the feral snake. The real boa rid the land of too many and unwanted rats and mice now take it upon themselves to expose the false guide allowing themselves to be filmed by the camera which provides proof of how they live, proof that they have not damaged the land neither each other! the villagers loose their livelihoods because of bad land practise The feral snake was easily able to disguise himself as a local boa supposedly harmless but beneficial. The local and native boa only live harmoniously and contributes to the well being of all they are true keepers of the Enviroment. They were also able to expose the fake boa as a snake! The nature of the feral snake is to kill by the damage he causes to the Enviroment. However the nature of the hunter within the team is also to kill but not as a feral but in a controlled atmosphere, that is when he finds the feral snake he will certainly kill it!
Looking at the Team again: Whoever choose the team was very clever. The snake disguised as the boa was initially chosen as part of the team possibly so that it could be exposed. the identity of the snake is suspected from the start but proof is required! The woman member of the team provides this proof by use of her wildlife camera attached to her vehicle. She finds the orbs who are the true boa as the snake guide himself loudly exclaims.. “ they are the boa”She has the evidence and also tricked the snake into a confession. Once the proof is exhibited the guide can no longer masquerade as a harmless boa therefore his only option is to shift back to his true self which is the snake. As the snake changes back to its true intentions he wants to kill them however the Hunter who up until now has not been able to do his job properly because he was looking for boa not a feral snake. He could not find the boa because they had retreated into the jungle but now he sees them in the camera and realizes the boa are not at fault but the snake is the rogue guide. Now that the hunter has been provided the correct information he can now hunt accordingly to set a trap for the snake which is different from the boa.
Comparing the snake serpent biblically: The snake in the bible is similar to the snake in your dream. The biblical serpent dress’s itself up as a Christian nice long robes declaring itself as a guide to humanity all the while ruining the balance and relationship with man and God. In your dream the snake and the boa are of the same species but are totally different. The boa cares for the land and its inhabitants just like the Christian does but the Christian is often like the boa in your dream blamed for the damage the snake has caused. The snake in the bible will be exposed as a snake a deceiver and a liar even though it it dressed in beautiful robes it will be cast down. The color of the Christian is white not purple which tends to dazzle and seduce its prey a said higher enlightenment. The Christian like the villagers in your dream live a simple existence with the owner of the land and the wildlife around it. The snake on the other hand damages that very existence by treachery using trickery to entice its prey to fall from harmony with the creator. The biblical snake is a feral Christian and will loose its place as it is also exposed as its deeds are bought to light by the woman’s / church’s proof which she will bring to the others/ the world. Then the world will see that this snake guide is not a god but only a man, a treacherous man that has caused a lot of damage.",28-06-2021 11:28,152,460,,
595,100017000000000,"In my dream last night, I was back in school and trying to fit studying for exams into my work schedule for next week. As my literature class is starting, I turn over or open my books so that the titles of their fronts are not visible to the teacher. She is a youngish woman dressed in flowing black clothing. She looks down at my books, noticing a black and white photo and a headline concerning esotericism and the arts. She smiles slightly and as she starts the lesson, she asks me if I can name a 19th century writer heavily inspired by the occult",20-06-2021 20:34,0,2,829875000000000,100001000000000,"You are studying literature in between your work schedule. This week you need to study to find the answers, next week you need to be fully competent with what you have learned. Literature: What Is Literature? Simply put, literature represents the culture and tradition of a language or a people. Perhaps on one hand (as seen in the black and white photo) you desire to study the traditions of your culture Eg literature. On the other hand you you seem to be combining your cultural and traditional study which another side of your literature (again see black and white) The white side of your study is open to all and perhaps public. The black side absorbs from the white side therefore I say you are combining your study of traditional literature with deeper aspects connected to this study. As your literature class is starting we find you have “your books” perhaps the dark/black side of learning combined with what is being taught at your class the white side. “Your books are turned over so that the titles and authors are not exactly “visible” this is to hide your deeper study of literature and expand it to the occult. Some of “your books” are “open” allowing others to know a little about you. The titles are not visible but your teacher knows what you are studying just by looking at them because she is familiar with them even without knowing the titles or authors. The teacher understands the significance of the black and white photo on your open book. Some parts of your study are open but other parts are not yet fully disclosed Just as the photo is black and white so also is the way you are learning and so also is the teacher teaching. The headline in the photo “esotericism and the arts”. Esotericism is about secret knowledge for a small group of people.[1] Esotericism also describes mystical, spiritual or occult viewpoints (point of view).[2] Esotericism studies Gnosticism, Yoga, Alchemy, Magic, Spiritualism, Hypnosis, Astrology, Meditation, Mysticism, and Occultism. Many[who?] followers of Abrahamic faiths, particularly Christianity and Islam, have criticized Esotericism as black magic.[source?] Esotericism in religion is called ""obscurantism"". Esotericism can also be about understanding symbolism and hidden meanings of many different books. They include religious books, philosophy books and books about history. They use these books as their texts.[3] So we see the dark and black side perhaps as occultism and black magic? What you are wanting to study on the black side is much more than your traditional culture. The teacher begins her class with a question? “Can you name a 19th century writer that was heavily inspired by the Occult?” You possibly can because you have your books there which she probably knows what they are? Not sure about this but by naming the author will reveal what you have learned “Can you name them” she’s asking you make known the titles of your books that you have hidden on your desk? Perhaps by naming them they are integrated from the black side and more to the white side?",28-06-2021 11:29,113,965,,
613,100009000000000,"I saw three planets and three tribes, I saw that these planets were beautiful and had all forms of life. On each planet, there were a tribe of people. Not all of them human. All of them were nomads, each traveling the planet they existed on. The first tribe wore brown leather clothing. This tribe’s king whilst leading his tribe lifted a scepter of gold in the air and proclaimed “I AM ONE KING, BUT TO ALL!” The planet they were on had a bright blue tint and the stars shown brightly. The second tribe were a tribe of alien, yet humanoid people. The Queen of this tribe lifted a spear into the air and proclaimed “I AM ONE QUEEN, BUT TO ALL!” This planet was the same as the other, only because it was night time. The third tribe were a tribe of creatures. Each person was a different shape and a different creature. One of the creatures, one of the few standing on two legs, lifted a scepter and proclaimed “I AM ONE KING, BUT TO ALL!” The planet here had a purple hue and the stars were pink. In each scenario, the dream focused more on the beauty of the world around me than the actual creatures and humans themselves. Though small details were still a bit visible. The dream then focused on a man, he was wizened and old. Long hair and a grown beard, brown hair color. He was walking around a stone table that had the locations of these planets upon it. The man was pacing and looked at a small spot north west to the table. The area was blocked off by a small stone fence. A face appeared as a spirit and it was beautiful. It had a crown upon its head, a crown of great beauty and magnitude. It proclaimed to the wizened man “You are one king to all.” The crown disappeared from the head of the spirit unto the head of the man. The man nodded in understanding.",16-06-2021 05:26,3,7,827219000000000,100001000000000,"Do you have brothers and sisters? Only thing that came to my mind while reading what you wrote is that in one planet the king is male and the planet is blue. In the other there's a queen and the planet is the same as the other ONLY because its night. Day is considered to be male and night female. Sun and Moon. In the 3rd planet there are creatures(not men and women yet, not fully developed, children perhaps). And one of them that stood in 2 legs(babies and infants can't walk, they crawl at best) claimed himself king again. Purple hue and pink stars! Purple is a middle ground between blue and pink. Altough children have primary sexual features as different genitalia, they don't have secondary ones that able you to differentiate unless by different clothing and haircuts and maybe behavior, but not by physical appearance, hence the colour purple. The wise man to me represents your future self. Notice that there's a stone fence blocking your way symbolizing the obstacles you need to overcome to get where you want to be. Only then you can become king to all! They're all kings and queens in their respective planets. So you must also be the king in your own, and to all, which means that not only you can be in full control of your life but as it is your life, your universe, your perspective of your own loved ones you are the king to all! 3rd planet could also represent your child self.",28-05-2021 11:29,399,322,,
853,100001000000000,"I was at my old summer house my family sold years ago. I saw my friends through the window, fooling around and having fund like we used to, though I felt indifferent to them. What I remember the most was the constant urge to punch the walls until my knuckles bled. I just felt pure anger and needed to let it out, but I kept throwing punches with my blood-covered fists and it did not help at all.",13-06-2021 14:38,2,5,825851000000000,5206380,"Generally the house represents the psyche. So if you dream of yourself inside a house that seems to be yours, you might start your exploration assuming that. There seems to be some impotent range against your own psyche going on…as though you’re not super stoked about where you are in your personal development. I don’t know how you currently feel about your old friends…or how your subconscious is interpreting your old relationships…they may not be the same. You have to remember you’ve got a giant and sophisticated super computer (right brain, subconscious, etc) running in conjunction with what you refer to as your own identity/mind/psyche. And if it’s not happy with what you’re doing, you’ll pay for it via anxiety, depression, self sabotage, etc.",28-05-2021 11:32,166,325,"Last night I went to sleep extremely angry and resentful towards myself (as I often do) due to the constant feeling that I don't do enough in terms of work, studies (I'm close to failing my university altogether) and family issues. I remember all of my dreams very clearly since I was prescribed SNRIs, but What could I make out of it?", this one left me especially confused.
